protein_id	md5	length	has_internal_stop	in_uniparc	n_interpro	n_pfam	n_go	n_interpro_gos	interpro_gos
APU25_26490	880126922694BAC375E9E4C5A43644E0	304	no	no					
APU25_26495	44C3C1E80A89FEDB0372B60CDB7FF6D9	420	no	yes	7	2	0	3	GO:0008270,GO:0016491,GO:0016616
APU25_26500	BD3D4921550D433754D029960D82D89B	432	no	no					
APU25_26505	0DCB013BC9DE685AA70DA6EA032FB277	390	no	yes	3	0	0	2	GO:0030246,GO:2001070
APU25_26510	855C9350D5437373F7A826341FCEEF83	365	no	no					
APU25_26515	6990B0A4D9A12B4362E4554AD0A3C091	882	no	yes	3	2	0	1	GO:0005515
APU25_26520	794767BB93548491E10F07F0972FB505	339	no	no					
APU25_26525	418698245D0BEE275F624BE1EBFE7FA0	349	no	yes	2	1	0	3	GO:0003697,GO:0004222,GO:0006974
APU25_26530	E0994D33214C62E7315A7563498213B3	257	no	yes	1	1	0		
APU25_26535	7CDB449589C5A5870578776C63BA119E	477	no	yes	6	2	0	3	GO:0003743,GO:0005515,GO:0006413
APU25_26540	D3C897BB35BA69536212E8FB00AE030C	1765	no	no					
APU25_26545	78739680ECD76E87E06F15A051377BF3	309	no	yes	0	0	0		
APU25_26550	F3ECA724B259190DAB7106226E40197A	522	no	yes	0	0	0		
APU25_26555	961C23C633D158A8ED173C8FAE3D1924	1610	no	no					
APU25_26560	C0CF3DED1EC7C29C90E004C24E9EE5AB	119	no	yes	4	1	0		
APU25_26565	397171F563038AA835D09C2DD14E615A	701	no	yes	4	1	0	2	GO:0046488,GO:0052742
APU25_26570	3AE4194E848D82D3467DA7CD6CF4AE15	409	no	no					
APU25_26575	859B9995E9475F67E061F4AEC520CDD2	298	no	yes	5	2	0	2	GO:0005515,GO:0008017
APU25_26580	79A1AF3D4D11DF827B5E4B9AA7BCB4C5	341	no	yes	3	1	0	1	GO:0055085
APU25_26585	84E72F9F66141CECB96951F5E7DA6216	790	no	yes	1	1	0		
APU25_26590	43BA83040871478B3081B69DCB0C54E7	292	no	no					
APU25_26595	F1600F3685B63648F34B10A8561D88E6	179	no	no					
APU25_26600	DD9807A22D96332489C86C745D194534	399	no	yes	5	1	0	2	GO:0004843,GO:0016579
APU25_26605	19A7484F0BA3D3CF6E5BDC6E1BDC5BF1	294	no	yes	4	1	0		
APU25_26610	2917250317F59121F4D15527B3D4C6FE	205	no	no					
APU25_26615	BC7A56C5E61DD293768F3D13816AA469	521	no	no					
APU25_26620	E71F2F28DFACE9EAF4CE407482A0F3B7	643	no	no					
APU25_26625	711771F44C24EB7077D72D7396F06240	344	no	yes	2	1	0		
APU25_26630	C534AA86BEF298EA6ABFAD6FD6E32BB6	446	no	yes	2	1	0	2	GO:0017121,GO:0017128
APU25_26635	5ACEF26414C6FDA4128DE72A3C083876	323	no	no					
APU25_26640	47B8F635C3A940E62445B5061E2DC21C	424	no	yes	5	1	0		
APU25_26645	5EA1F49A063876F0CC998D91A479C3F0	360	no	yes	4	1	0	2	GO:0008270,GO:0046872
APU25_26650	C51DF095BF40210E97A11A01779BCAD6	874	no	yes	5	2	0	2	GO:0003824,GO:0005992
APU25_26655	01C135D2CB8D6DD11C1A9A4D2A6504FD	285	no	yes	4	1	0	1	GO:0016787
APU25_26660	8088BFBA570BA8FE1470E5A77AF9B21D	413	no	no					
APU25_26665	84D1B1BD2BF25162E8668F4206CF8E40	195	no	yes	0	0	0		
APU25_26670	C4824376BF4EFCE9592639CEF12E20D8	195	no	yes	0	0	0		
APU25_26675	329804B33D7953355D5D0BD064AE37F0	457	no	no					
APU25_26680	6DC0FBF3A2DC8FE4943AC122F5A49ED0	433	no	yes	3	0	0		
APU25_26685	4069CC9A08619EE4D2D4F2364BC30CB2	322	no	yes	3	1	0	1	GO:0006644
APU25_26690	CA72D36D974E32E45E418F04716BCB54	1049	no	no					
APU25_26695	4AC20E6C31BD3BB86C0048C60D427DA1	360	no	no					
APU25_26700	9C1098C981B95992E4696513022C585E	178	no	yes	0	0	0		
APU25_26705	77D83DBD952420876EFCD8413784F4E8	489	no	no					
APU25_26710	6F32C3CBC2EAFE8984E2C3B686A0C938	371	no	no					
APU25_26715	E0679CB768721BE7C006D38923997591	408	no	no					
APU25_26720	8CBB753BAF8348AF2DEF4D1AF55133E6	176	no	yes	4	1	0	5	GO:0015078,GO:0033177,GO:0033179,GO:0046961,GO:1902600
APU25_26725	AAE08530EEFDC39EC9C69FF35CF203ED	571	no	yes	6	2	0	3	GO:0004657,GO:0005509,GO:0006562
APU25_26730	6D2BBA6CD2EB68B4BF8477C04B1278CE	722	no	no					
APU25_26735	38C98E06C60FDEBD91461101EDB62B97	361	no	yes	3	1	0	3	GO:0015986,GO:0045259,GO:0046933
APU25_26740	63AF8B8233EDAAEDB31CD72FB77924EC	370	no	yes	3	1	0	4	GO:0005515,GO:0005778,GO:0008270,GO:0016558
APU25_26745	C8D591CF0A0FD7DA871BB6FA677E9B4A	451	no	no					
APU25_26750	EED7DE0622F63A845E841901A3776742	136	yes	no					
APU25_26755	E0028878B3B9597B86A9921C803F45CD	166	no	no					
APU25_26760	D1101F3A2623200405AD5CEC837C2DEE	426	no	no					
APU25_26765	0C2898BD9F53B673297B9780461651BA	654	no	yes	5	1	0	2	GO:0003676,GO:0004527
APU25_26770	36ACE5F743023CF8B0D1864C98F36FDE	482	no	yes	2	1	0		
APU25_26775	54DAFCA960F6E9F5729665D478FFD56E	754	no	yes	6	2	0	4	GO:0005524,GO:0006457,GO:0016887,GO:0140662
APU25_26780	AD0DEA9BC1BC6B4A8C2E5EE52A496A84	235	no	yes	0	0	0		
APU25_26785	F0A0975C8E907187B4A285FA22181370	199	no	yes	0	0	0		
APU25_26790	0669AAF00310C610BCCBF101C2138EE4	292	no	no					
APU25_26795	9A77549AF17AF1C83845F63A08147A9D	974	no	no					
APU25_26800	313A29727DBDE962FC668EDDC1BA79CA	216	no	no					
APU25_26805	8C453295641D6E846ECE0CF5943A8CE4	369	no	yes	0	0	0		
APU25_26810	3C3D0DCF0A394B47398471CE9602E1F6	401	no	yes	1	1	0		
APU25_26815	B3E26886E2822AC8CE8B4D4E2B3ADBEC	253	no	yes	1	1	0		
APU25_26820	2A0CE5F8A7C959CD2CB0B4FEBD93C830	340	no	yes	2	1	0	2	GO:0005524,GO:0006468
APU25_26825	D1DEF4FE20C0ED31832D60758A29C8F3	494	no	no					
APU25_26830	6547F252F602E68E744CD903ACF35E61	231	no	yes	4	1	0	2	GO:0003677,GO:0006352
APU25_26835	89E3CFC6605440DF5F31EEDFBE43A1A9	128	no	no					
APU25_26840	9A25FAE38915309C62C97979D72057D5	466	no	yes	0	0	0		
APU25_26845	0080B736E9FD37E8250ECCB057FA4DC6	579	no	no					
APU25_26850	B50A474970FF1E8477A98C8B81C1A2EF	262	no	no					
APU25_26855	09604BCD39E1F5839B76B6B953F543C8	161	no	yes	4	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_26860	17A8A3BDC0A6961BEE530BD6D4B8CC7C	422	no	yes	0	0	0		
APU25_26865	4FE8D1202DE46BE090DEB0ED89A739DF	780	no	yes	4	2	0	1	GO:0006629
APU25_26870	5D89589D9B3A4BDC985700471D980751	313	no	yes	3	1	0		
APU25_26875	B2B3E58A8966F322E8C803F87CB6E78E	522	no	no					
APU25_26880	A52F03A0067FB51C1466CB92BA0AC2CC	179	no	no					
APU25_26885	D4ADC5549E631B4EA6296AF9995B8DC7	411	no	yes	0	0	0		
APU25_26890	6315D0692D67DE463B6A1F9C680A19B6	1402	no	yes	9	2	0	5	GO:0005524,GO:0016020,GO:0016887,GO:0055085,GO:0140359
APU25_26895	95D8BD720952D84C7A27382DCE0B2B0F	73	no	no					
APU25_26900	B8145C4BEE3FDDD3D82107C88535BBB8	286	yes	no					
APU25_26905	0C19ABC60A6F797B3B3196C00B0C459A	137	no	yes	5	1	0	2	GO:0016226,GO:0051536
APU25_26910	6F1D70515C192BEE98980E51BE916AFF	313	no	yes	3	1	0		
APU25_26915	E76FB558246CD6F694483BBD1BB2BD55	801	no	yes	6	1	0	3	GO:0004672,GO:0005524,GO:0006468
APU25_26920	ED1856E97EBC2E027BBE16153B720924	858	no	no					
APU25_26925	20C014432959AD2FDF4CFCDD85ECE3B4	531	no	no					
APU25_26930	8CA269455F458498101D3E3468F6EA89	4962	yes	no					
APU25_26935	70FA36FF068A1F794EAE9A67F3C859AD	1026	no	no					
APU25_26940	90D382B3977ECAC2AE356091AB58C12C	1043	no	yes	12	5	0	7	GO:0000166,GO:0005215,GO:0005388,GO:0005524,GO:0006816,GO:0016020,GO:0016887
APU25_26945	889D2807F7D794F182C9D3225D976478	106	yes	no					
APU25_26950	C8FDBF0C6C2328626C6FBF645E285348	1341	no	no					
APU25_26955	C383B569C8CC6967BF12A9600BAE1F7B	163	no	no					
APU25_26960	4F556AF3F49422127853694126E766BE	672	no	yes	5	1	0	4	GO:0003777,GO:0005524,GO:0007018,GO:0008017
APU25_26965	67CA44FB41DE7239B4BCC770DF051F23	442	no	no					
APU25_26970	80A19F917C283E89538F022B155F1507	595	no	yes	5	2	0		
APU25_26975	525A088E8AE7FA4F7AF8257CA685E480	304	no	no					
APU25_26980	D2F37A705EA40A3913940BB32608DCDC	1091	no	yes	0	0	0		
APU25_26985	969D91B2F27DDA30FCB8A45524F9F815	734	no	no					
APU25_26990	EF02C1652A5D7449B8A56DD7C16FC04E	740	no	no					
APU25_26995	635D3B2BEE30949C5772C3B30D9D6BF2	765	no	no					
APU25_27000	6A8D580683EF518E70AD210F400378B0	1570	yes	no					
APU25_27005	F57A17C3AF8373A5E849BBBE7C9057EF	276	no	yes	6	2	0		
APU25_27010	A87C1FD3AC2E2DFF02EA0702D5A50C3B	330	no	yes	8	2	0	7	GO:0003824,GO:0006108,GO:0016491,GO:0016615,GO:0016616,GO:0019752,GO:0030060
APU25_27015	81AC47B9CF3E21672F6FC5CF29B11458	363	no	no					
APU25_27020	00A318C368F1663560F5D52C575DD6E0	518	no	no					
APU25_27025	C1D4218BF6C74D88567B691965EC176A	1071	no	yes	9	6	0	4	GO:0005049,GO:0006611,GO:0006886,GO:0031267
APU25_27030	008F2BEC15B4835873D629EC1D546FB3	924	no	no					
APU25_27035	D8AC7A7BA63E02200033B6E5421CECDC	942	no	yes	8	1	0	3	GO:0004672,GO:0005524,GO:0006468
APU25_27040	478246AEDCD08571D2C5B28862C13476	290	no	no					
APU25_27045	ED867F1A47CDC11FE6ABB23BF5DDF320	360	no	no					
APU25_27050	137EE9FD1AAEFAE852D1AD4D8E104610	788	no	no					
APU25_27055	62068C7C71E456D81B62B3CCD892775B	259	no	no					
APU25_27060	C8D848DFF4C3EA50C5DBE797C3108AF6	577	no	no					
APU25_27065	ACCB2CA92907D81A543A9EB867B5EDC1	397	no	yes	3	1	0	1	GO:0016787
APU25_27070	94519C211EACD6BFFDDB333E7827B6E8	370	no	no					
APU25_27075	F19689A8C2749A256D1C7724CA216599	351	no	no					
APU25_27080	C7087659AC9121D1B016DF51AC70C915	135	no	yes	2	1	0		
APU25_27085	12E2892B34D31B9E3A28EB2252F72E0E	343	no	no					
APU25_27090	4BD444D161CB67302A75C24C72CB784F	42	no	no					
APU25_27095	541474155CFB273B9AED204FD1948A7E	314	no	yes	3	2	0	1	GO:0005515
APU25_27100	CC00774173BA29267F521E97944681EC	81	no	yes	1	0	0		
APU25_27105	BAA73E80A836ED90B9167A1FD3DEB049	517	no	no					
APU25_27110	3307EDDA007E3F7810F04091F221B238	245	no	no					
APU25_27115	235368019E89B014540B1A2577F34CEE	434	no	yes	4	1	0		
APU25_27120	688B825A0E7DFCE6C4498E7EA2192681	74	no	no					
APU25_27125	DF77B840BE2CC4F5FD5024E483E36486	256	no	no					
APU25_27130	DE369DB62D6AA423D6CBE7672DE8C7E8	161	no	no					
APU25_27135	EC436396492F646CD767C4B5B3C20860	203	no	no					
APU25_27140	58A54A110A38EA965E9F70080ECCA567	427	no	yes	2	1	0	3	GO:0000030,GO:0009101,GO:0016020
APU25_27145	A9ED2324D79F82EC3BBC467DF63CDB9A	322	no	no					
APU25_27150	5078CB18FC86EC9F4CC72D282DB33CAE	982	no	yes	3	2	0		
APU25_27155	122A75E188D16A6D432A1345673416A9	274	no	yes	5	1	0	3	GO:0004298,GO:0005839,GO:0030163
APU25_27160	59E9315002F4C6A735022CBA1F2BE9B3	670	no	no					
APU25_27165	0D1561B6909F9BF561936310FEDDEDAC	336	no	no					
APU25_27170	30875018E4E6AC8CD95A406EAFE6AD10	99	no	yes	3	1	0	1	GO:0005515
APU25_27175	86EE1897B67C1872A7D95C19E49F8CAB	648	no	no					
APU25_27180	0BBAE489967A6A94C8824EAE582F5093	1322	no	yes	3	2	0		
APU25_27185	71E96930AB80217B223E3E6026661080	243	no	yes	0	0	0		
APU25_27190	FDC4547EF79B91A01D19E52FD26E7912	299	no	yes	1	1	0	1	GO:2000640
APU25_27195	122593111E2D2CA3BB148A3B4558932E	201	no	yes	0	0	0		
APU25_27200	E9D13423A273E87D0E8A5257FC0604BD	492	no	yes	1	1	0		
APU25_27205	52F9D0907210226D510326D76F3BDE86	1048	no	no					
APU25_27210	0202E1106FB1E99D5E3BCF7DAF078812	428	no	yes	6	1	0	2	GO:0003676,GO:0003723
APU25_27215	B0EEF68FE66C68F4A44BD41F8D6F9D96	330	no	yes	7	2	0	3	GO:0004514,GO:0009435,GO:0016763
APU25_27220	5BC71E07E8A8EC5D736BA660C4209412	300	no	yes	2	1	0	1	GO:0005515
APU25_27225	FA9FF4437130637F59552140F87C0AAC	440	no	yes	12	3	0	4	GO:0003746,GO:0003924,GO:0005525,GO:0006414
APU25_27230	9851A6FFE26A91B6AC9AFE5BA424801C	859	no	no					
APU25_27235	27C2676157CA5A669BB5B370A0429207	679	yes	no					
APU25_27240	36FA19B2A02913F4D210F7571226C846	143	no	yes	4	1	0	3	GO:0005524,GO:0006457,GO:0044183
APU25_27245	3425D9EA23D8104388909FE10356781B	179	no	yes	1	1	0		
APU25_27250	0B983702DBF7C030FC1FFF55BD91D5A6	515	no	no					
APU25_27255	EC35EC3A28AB2C687D1C5512ACBA9A5C	101	no	no					
APU25_27260	851ADDA9FE16BA8BB147A42B03E2E745	217	no	yes	2	1	0		
APU25_27265	56F6E3988ECDDDED17CB658A8F04027D	259	no	yes	1	1	0	1	GO:0015031
APU25_27270	7DA6D3A6ED00AC512020DD6B27755436	400	no	yes	3	1	0	2	GO:0016020,GO:0055085
APU25_27275	AADCC7AFD7A11F5C29788DD914C2C579	591	no	yes	1	0	0		
APU25_27280	4A1251EA8000787AA7AF30831597A8DE	567	no	yes	5	1	0	1	GO:0016874
APU25_27285	EB8D6A3B4D5881083B7F410C4003833C	611	no	no					
APU25_27290	3A5D8857B26E802AEC6ACF5068A06D42	246	no	no					
APU25_27295	D7C11D811EC9A1332D424DBDDCF84D7E	404	no	yes	1	1	0		
APU25_27300	CCA939BD927C940FCC7CE2B58D1C4612	557	no	no					
APU25_27305	78B147350FF5AAAF5197829960FC1FC7	689	no	yes	4	1	0	1	GO:0000009
APU25_27310	3547E670E64836910A38E4421179813C	424	no	yes	4	0	0	4	GO:0003677,GO:0003700,GO:0006355,GO:0009873
APU25_27315	A07B9BE15516A5657774EAAAA928ECA3	328	no	no					
APU25_27320	0B772167B428E6312BA1F0B019457C58	270	no	yes	3	1	0	1	GO:0009058
APU25_27325	9833A8A47AC686D255701CBE40146247	385	no	no					
APU25_27330	48BC9C4B734CA5C7E5419EFB533CA3D0	867	no	no					
APU25_27335	03A623FD41A77872723C4DEDAA84793C	843	no	no					
APU25_27340	9E729A431B14D30ADCDD08957A72C190	328	no	no					
APU25_27345	4C1F9DFE6EA2DFE0D2A8195D6B5D45E3	2080	no	yes	5	2	0	2	GO:0016504,GO:0070628
APU25_27350	5F574F9FD55E73CFC1DFB08CFAE0DA90	160	no	yes	3	1	0	2	GO:0006352,GO:0046982
APU25_27355	527E1DE302CD66FDA2F4EC7BF1A06B55	123	no	yes	4	1	0	4	GO:0000786,GO:0003677,GO:0030527,GO:0046982
APU25_27360	139B65438EFE7E4ABEEA4D89D8FAF045	1301	no	yes	3	0	0	4	GO:0000127,GO:0004402,GO:0005515,GO:0006384
APU25_27365	2CB9AEBD149AE003F9343A559E6D41E3	547	no	yes	6	2	0	1	GO:0005524
APU25_27370	B7034C10A249D161E2B275DDD72BD318	375	no	yes	2	1	0	1	GO:0005515
APU25_27375	DDDF536056C0E22658DAB07427BA756C	505	yes	no					
APU25_27380	4A858D7D1D0AEEC00AC80A7D27AA8E17	706	no	no					
APU25_27385	EE8CA1339B3D307199CD3488F52C86B4	1252	no	no					
APU25_27390	85302D20D43BE405B3C0328255295C5D	237	no	no					
APU25_27395	7EC2DF96825093BCA101C76EC489F2AF	564	no	no					
APU25_27400	FC7679C9DB0FFB7677CB0B6CE2EF0084	166	no	yes	1	1	0	1	GO:0003725
APU25_27405	773CCF76327B3F31736608AF57B81366	186	no	no					
APU25_27410	41748DF52B5748233448C70524837AB4	769	no	no					
APU25_27415	85053F5D1C1030C0FF156D4EE9FB5E95	144	no	no					
APU25_27420	B121291E30E357FDA4F530EE5EA03C11	802	no	yes	3	2	0	1	GO:0019867
APU25_27425	3752F1CC643B46C04097A15B3E018DD2	197	no	yes	0	0	0		
APU25_27430	CBBF3E4022A50C7A29D06F61FA6ABFEF	1695	no	yes	1	0	0		
APU25_27435	E09B53CBC73D6FA51A2A0F062476FA23	1686	no	no					
APU25_27440	EE2A97FCD05A10D3947AEB31CC5A2EBF	325	no	yes	2	1	0		
APU25_27445	CFACA69DAB22F1D0A23D278118CF04C1	240	no	yes	2	1	0	1	GO:0016020
APU25_27450	02D3B3057CCEC03688BDED4B9AEF7A38	382	no	yes	4	1	0	2	GO:0005524,GO:0006468
APU25_27455	BE8998D40E511F4862755BC1511AF2A2	402	no	yes	1	1	0	4	GO:0004376,GO:0006506,GO:0016020,GO:0051751
APU25_27460	5E55D0BE476E727B4CB209E4006419CA	439	no	no					
APU25_27465	2A44A4415347DF7F5745748E4D2E51ED	818	no	no					
APU25_27470	DD9D22B8B6848F0695CEFE6490F3B599	382	no	no					
APU25_27475	E6E230E6DC99D4ED83E460B821CE846A	322	no	yes	2	1	0		
APU25_27480	912883DF6B9B170B96B316A79F80117F	390	no	yes	3	1	0	2	GO:0004853,GO:0006779
APU25_27485	C6778D989D8107CFA44CD3B94BAADDB6	113	no	yes	1	1	0		
APU25_27490	E108B74ECA5BA44804CE1D3FEB9C3138	1611	no	no					
APU25_27495	5712B2D7949EAD9C4061AC0BF0042CF9	228	no	yes	0	0	0		
APU25_27500	77193DB94B9E59810666CC9F096EFCD6	89	no	yes	2	1	0		
APU25_27505	47E2A8F753BE4BFD0245F14FF41F10B5	246	no	yes	2	1	0	3	GO:0005737,GO:0006364,GO:0008649
APU25_27510	5662F946087AA4C477EFEE87165BD355	207	no	yes	4	1	0	5	GO:0004252,GO:0006508,GO:0008236,GO:0016020,GO:0051604
APU25_27515	9A3003579A3AFD60EB175254C332783B	568	no	no					
APU25_27520	0851F8E1EF1229A4BB4CD30E8B3DC9B4	274	no	no					
APU25_27525	FE68EB7811C8D4A4F9196A3DBB31BCCF	2775	no	no					
APU25_27530	AF2AD579C6A8D714E55A3129E1206235	69	no	no					
APU25_27535	C5A9CE10A246933410B8A72C9A50AE48	122	no	yes	1	1	0	2	GO:0005739,GO:0034553
APU25_27540	BC52EF682A1230DB1E8CC88F3B990702	257	no	no					
APU25_27545	949193C66AFB00C0CB8ECF254042B37C	653	no	yes	6	3	0	2	GO:0003676,GO:0005524
APU25_27550	F428A6BA9002FC0B59ABF353B99BAF8F	211	no	no					
APU25_27555	090D8C3D5C030AB2D54008FCB043CA4F	111	no	no					
APU25_27560	9FBE73E8EB48637546EE749E9B9EA8D1	231	no	yes	2	1	0		
APU25_27565	9281AEB50EB59596E102EE4B5A60ED0D	246	no	yes	0	0	0		
APU25_27570	310F34E3E42AD72B8E6A129F77121FCE	706	no	no					
APU25_27575	7CA0CEB90823EA3E8FED987EDDDC197F	585	no	yes	4	2	0	2	GO:0004371,GO:0006071
APU25_27580	221A21D917CF1A1C72BA699AA619F11B	455	no	no					
APU25_27585	6F6714D972ED30FBE91D7464900E10C9	479	no	yes	1	1	0		
APU25_27590	5794FB57C5146C08BDC5BD4694375897	422	no	yes	0	0	0		
APU25_27595	C0032ACAD53AFE718B848F4CCDEDC73E	170	no	no					
APU25_27600	5B04CA3523EB55C1F7AD7150404116F2	336	no	yes	5	1	0	2	GO:0009263,GO:0016491
APU25_27605	0353C12D47EBBE3FF048548260745807	717	no	no					
APU25_27610	A4F815E81E3CC87BCA272EBC03D42825	348	no	no					
APU25_27615	C19F99497C91F3CD70EB99C516CE371F	1000	no	no					
APU25_27620	A67F402B03D2131EC6B2635A4F0FBE40	381	no	yes	1	1	0		
APU25_27625	2D3F505317CC3982448FB65861D2C9CC	333	no	no					
APU25_27630	3F2154F8F765E866F37AB549450848AC	275	no	no					
APU25_27635	F4C35D7ECF3051973C40C9D4367AB65E	752	no	yes	2	0	0	2	GO:0003700,GO:0006355
APU25_27640	15CC888CCFD6A7159BE3124A93E9D2B1	115	no	no					
APU25_27645	FC3A4D39C939F5B50FA2C76F3304FE4E	516	no	no					
APU25_27650	708A14264235C14097F7302620EA7549	260	no	yes	3	1	0		
APU25_27655	C82776BBFCB856E6D8D3F55FCB646CF1	403	no	no					
APU25_27660	7F120440327D2907FFB50D6D7F2E0D07	899	yes	no					
APU25_27665	F1E85B01CDE7656575D6A828BBE08197	138	no	yes	1	1	0	3	GO:0003712,GO:0006357,GO:0016592
APU25_27670	53D282A2AE8CAFCDD44AF6993C88144D	314	no	no					
APU25_27675	3F683E54D946CF4790B6A392306402FE	566	no	no					
APU25_27680	6B4DAD4C3CF6B62D1DF05C0F02BDA15B	548	no	yes	1	1	0	3	GO:0016020,GO:0030001,GO:0046873
APU25_27685	6A38C24B7F0E9E6AC2B186458272FEA8	515	no	no					
APU25_27690	3FBA17093175B8E5C27F3F0FDE4498D2	430	no	yes	1	0	0	2	GO:0003690,GO:0003723
APU25_27695	D10B98643DD6E162F0452EBD78F75FE1	149	no	no					
APU25_27700	AD1C348B863005984A9B632B0F0E039B	797	no	no					
APU25_27705	F0D7D8B3D24F1A8D99FE9B20D8B63F61	267	no	yes	2	0	0	1	GO:0016020
APU25_27710	B7AA9A09E88B2E0C78FA619C57DEFD69	144	no	no					
APU25_27715	9B9BFAE366CAE90E5A742D7B7387043C	374	yes	no					
APU25_27720	D701B8A03351E337A92CC70335FABA0F	503	no	yes	5	2	0	4	GO:0003676,GO:0008168,GO:0032259,GO:0160102
APU25_27725	D7F6E4263E40B604EBBCB2B2AB97E882	109	no	yes	2	1	0		
APU25_27730	E3BE8EF0DC14A5B0F7E035470887B61C	1035	no	yes	12	3	0	2	GO:0008641,GO:0036211
APU25_27735	F4F4F6A3365A00046DE88E9BE1E8167B	199	no	no					
APU25_27740	E915F6A43BE4D632302EEB52458B5DFE	186	no	yes	1	1	0		
APU25_27745	C7BF66CC146E95546198E21DBAECCE58	133	yes	no					
APU25_27750	E5E91944BF3217F9F2C4A497B80004F6	71	no	yes	0	0	0		
APU25_27755	B512AC2F5CDF7C77607FD64085B47005	413	no	no					
APU25_27760	71F333922F0E8A1FB4312A418F93F346	441	no	yes	3	1	0		
APU25_27765	7CADDC07F965CE221520F2AC5E31D213	492	no	no					
APU25_27770	759E5423775DC294264ACD7B89C48E83	405	no	no					
APU25_27775	1DD33739A9EDB42238C5DBFD350A1D63	4469	no	no					
APU25_27780	9AD14233028ACC70E489794D193CABF3	549	no	no					
APU25_27785	C4CF0D0084FF5F2A4D87C82C2A985449	138	no	yes	4	1	0		
APU25_27790	24B9FDDD2F8FC7C86850093CF95E6823	867	no	no					
APU25_27795	9A1FDDA50C91F26E9F686BBCE22275F6	421	no	yes	3	2	0	1	GO:0005634
APU25_27800	003E52D72A6F8EBEE429135CF2542310	1098	no	yes	8	5	0	1	GO:0006606
APU25_27805	F78058AD2CE1E96B26C620E929ED09DD	92	yes	no					
APU25_27810	A7542D456C243208BA81239339A00A48	1124	no	no					
APU25_27815	011CFA5D2042633FDBD58F35D1568F76	511	no	yes	5	1	0	2	GO:0004843,GO:0016579
APU25_27820	9AAFD65F1480B0BDC3D233CA1948B8AE	230	no	no					
APU25_27825	0DF9FA8358212BDB526357FB5B1D8F79	608	no	yes	1	1	0	1	GO:0006270
APU25_27830	E8BA1DFFD9F800BBFE1953430EFDF50E	291	no	yes	2	1	0	2	GO:0006364,GO:0019843
APU25_27835	313F14EBC00CB4E447E2964618B4D260	267	no	no					
APU25_27840	8F4499D54F8DBD95E6545D70D8B45528	125	no	yes	3	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_27845	6D28512B77555850592F49706ACBB1E8	965	no	no					
APU25_27850	D68EB653D5833AB9CA1C06F67C460D63	398	no	yes	4	1	0	4	GO:0004739,GO:0006086,GO:0016624,GO:0043231
APU25_27855	326FF914BA3886DBABBCCB928A40BA75	167	no	yes	4	1	0	1	GO:0015035
APU25_27860	B7922DF111F6EC9EA1BC0D7C20626001	689	no	no					
APU25_27865	FE9ABAF96594F5A7E83653A2F7D37D07	243	no	no					
APU25_27870	7460DC22E68FD961E1001E006FDF80C9	611	yes	no					
APU25_27875	37D7ABAD1784D0CA9AA0FBC9A7D72276	649	no	no					
APU25_27880	4F940AF56D5336BB413D3432C83DA6C5	281	no	no					
APU25_27885	6AAE46EB31B95DD4A23151F11612D3B0	574	no	no					
APU25_27890	56B8C6ADC02BF504B3C79FF824BC858B	570	no	no					
APU25_27895	53C7D66F980B12FC33BB10C9516C2A65	261	no	no					
APU25_27900	67EAF4A21CE5816C7DE0A3BAC91853D7	516	no	yes	2	0	0	1	GO:0003924
APU25_27905	89E39C6DE407BCA9F29ACF04DA6BEA24	267	no	no					
APU25_27910	33F8C71FC35358054DBD884D1D9E1CBB	618	no	yes	3	2	0	1	GO:0006508
APU25_27915	1DABD6AA76EB529231B4E7778390B0FA	846	no	no					
APU25_27920	C68C23E196FDE67D70DD440610AFDE74	439	no	no					
APU25_27925	A3E2DB3F43AB9CA75CA26EE010C08115	66	no	no					
APU25_27930	27F4D8565E7CD8A9522593812B640298	386	no	yes	5	2	0	3	GO:0000162,GO:0004048,GO:0016757
APU25_27935	DA19C04C2A307B6DD3065550592F3330	289	no	yes	3	1	0		
APU25_27940	462353147ADF8AAC81075440A2A453BF	326	no	no					
APU25_27945	1536EE6021B23F1FD8F1C18D434B44B9	115	no	yes	3	1	0	3	GO:0003735,GO:0005840,GO:0006412
APU25_27950	5BFD7AAC275FA1DFE25BAED708D9A887	132	no	no					
APU25_27955	D38F7137DE1093A6D23DA7FCF01E47A7	380	no	no					
APU25_27960	4AF32882A3F3CE5FBEEF8EB393F465CC	372	no	yes	5	2	0	2	GO:0004641,GO:0006189
APU25_27965	A998E77C55F0DF289418EB396202F35D	678	no	no					
APU25_27970	1122D8A6F12E17ED667A8388F80B1717	1622	no	no					
APU25_27975	847D9BC507F99B5F07F596E0DAD53C6B	317	no	no					
APU25_27980	CF25F1BA81BB942EE61941A8EBE7F8E1	556	no	no					
APU25_27985	ED7ED2EC9B3CFCF17E0ED0B4F7E13535	172	no	yes	0	0	0		
APU25_27990	BBE808CD75F22469FC6BB5D64E2437F3	430	no	no					
APU25_27995	258D12D84354ED5FF279844A4B7B3DE9	333	no	yes	4	1	0	3	GO:0004672,GO:0005524,GO:0006468
APU25_28000	E74BCD09E4B7F6081C8EE9A62E0CE166	105	no	yes	3	1	0	3	GO:0010506,GO:0043231,GO:0051537
APU25_28005	E61695F454CDE3668660113A6777E7EB	378	yes	no					
