locus_tag	symbol	product	chromosome	accession	start	end	strand	exons	protein_len	source_locus	subgenome	identity	QC	symbol_source	product_source	dup_pair_id	interpro_family_candidates	interpro_family_unresolved	interpro_domain_all	interpro_structural_only	symbol_rejected	symbol_rejected_reason	eggnog_data_row
APU25_29335	HEMN1	hypothetical protein	11	CM128235.1	949996	951821	-	4	469	ACKKBG_A32005	A	0.9950	internal_stop,frameshift	utex250a	none								TRUE
APU25_29340		hypothetical protein	11	CM128235.1	952197	954023	-	6	312	ACKKBG_A32010	A	1.0000	pass	none	none		IPR002347 Short-chain dehydrogenase/reductase SDR; IPR051019 VLCFA Elongation and Steroid Dehydrogenase	TRUE					TRUE
APU25_29345	BRR2C	Helicase superfamily 1/2, ATP-binding and DEAD/DEAH-box helicase domain-containing protein	11	CM128235.1	954424	966507	+	36	2013	ACKKBG_A32015	A	0.9935	no_start_Met	eggnog	interpro_domain_multi				IPR014001 Helicase superfamily 1/2, ATP-binding domain; IPR011545 DEAD/DEAH-box helicase domain; IPR003593 AAA+ ATPase domain; IPR001650 Helicase, C-terminal domain-like; IPR057842 MER3 helicase-like, winged helix domain; IPR004179 Sec63 domain				TRUE
APU25_29350		Eukaryotic translation initiation factor 2D	11	CM128235.1	966636	969477	-	6	615	ACKKBG_A32020	A	1.0000	pass	none	interpro_family						LOC123165338	loc_placeholder	TRUE
APU25_29355	POC11	hypothetical protein	11	CM128235.1	969903	971952	+	6	452	ACKKBG_A32025	A	0.9934	internal_stop	utex250a	none								FALSE
APU25_29360	TAB1	PPM-type phosphatase-like domain-containing protein	11	CM128235.1	972158	975387	-	6	713	ACKKBG_A32030	A	0.9902	pass	eggnog	interpro_domain				IPR001932 PPM-type phosphatase-like domain				TRUE
APU25_29365	abkC	ABC1 atypical kinase-like and ADCK2-like dom domain-containing protein	11	CM128235.1	975978	978084	+	2	652	ACKKBG_A32035	A	0.9954	pass	eggnog	interpro_domain_multi				IPR004147 ABC1 atypical kinase-like domain; IPR044095 ADCK2-like dom				TRUE
APU25_29370	GPC1	Glycerophosphocholine acyltransferase 1	11	CM128235.1	978623	981248	-	8	401	ACKKBG_A32040	A	0.9950	pass	eggnog	interpro_family								TRUE
APU25_29375	FRK1	Carbohydrate kinase PfkB domain-containing protein	11	CM128235.1	981721	983423	+	2	449	ACKKBG_A32045	A	0.9955	pass	utex250a	interpro_domain				IPR011611 Carbohydrate kinase PfkB				TRUE
APU25_29380		hypothetical protein	11	CM128235.1	984001	987298	-	10	530	ACKKBG_A32050	A	1.0000	pass	none	none								TRUE
APU25_29385	VPS36	Snf8/Vps36 family	11	CM128235.1	987798	989396	+	4	347	ACKKBG_A32055	A	0.9942	pass	utex250a	interpro_family								TRUE
APU25_29390	MOS11	SAP domain-containing ribonucleoprotein	11	CM128235.1	989664	990743	+	4	226	ACKKBG_A32060	A	0.9956	pass	eggnog	interpro_family								TRUE
APU25_29395		hypothetical protein	11	CM128235.1	991089	991590	-	3	107	ACKKBG_A32065	A	0.9907	pass	none	none								FALSE
APU25_29400	SSA13	Transmembrane protein 65	11	CM128235.1	992060	993600	+	5	270	ACKKBG_A32070	A	0.9889	pass	utex250a	interpro_family								TRUE
APU25_29405	STL2P	hypothetical protein	11	CM128235.1	994095	995830	-	4	344	ACKKBG_A32075	A	0.9913	pass	eggnog	none	DUP0318							TRUE
APU25_29410	SEC12	hypothetical protein	11	CM128235.1	996125	997857	-	5	376	ACKKBG_A32080	A	0.9947	pass	utex250a	none	DUP0318				TRUE			TRUE
APU25_29415	EFG13	Translational (tr)-type GTP-binding and Small GTP-binding domain-containing protein	11	CM128235.1	998132	1003369	-	10	1093	ACKKBG_A32085	A	0.9991	pass	utex250a	interpro_domain_multi				IPR000795 Translational (tr)-type GTP-binding domain; IPR005225 Small GTP-binding domain; IPR041095 Elongation Factor G, domain II; IPR000640 Elongation factor EFG, domain V-like				TRUE
APU25_29420	POB26	hypothetical protein	11	CM128235.1	1003791	1007125	+	5	790	ACKKBG_A32090	A	0.9848	pass	utex250a	none								FALSE
APU25_29425	EZY14	Triose Phosphate/Phosphate Translocator	11	CM128235.1	1007314	1009590	-	6	352	ACKKBG_A32095	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29430		hypothetical protein	11	CM128235.1	1010547	1011315	-	2	207	ACKKBG_A32100	A	0.9903	pass	none	none								TRUE
APU25_29435		hypothetical protein	11	CM128235.1	1012639	1014234	-	1	531	ACKKBG_A32105	A-only	0.7114	internal_stop,no_start_Met	none	none								FALSE
APU25_29440		hypothetical protein	11	CM128235.1	1019493	1019892	-	2	76	ACKKBG_A32110	A	0.9868	pass	none	none								FALSE
APU25_29445		NUDIX hydrolase domain-containing protein	11	CM128235.1	1020180	1021267	+	3	246	ACKKBG_A32115	A	0.9919	pass	none	interpro_domain				IPR000086 NUDIX hydrolase domain				TRUE
APU25_29450	EFG10	Elongation factor 4	11	CM128235.1	1021329	1025712	-	11	698	ACKKBG_A32120	A	0.9957	pass	utex250a	interpro_family								TRUE
APU25_29455	CGL30	PsbP, C-terminal domain-containing protein	11	CM128235.1	1026005	1027262	-	4	271	ACKKBG_A32125	A	1.0000	pass	utex250a	interpro_domain				IPR002683 PsbP, C-terminal				TRUE
APU25_29460	NUOB18	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7, NDUB7	11	CM128235.1	1031546	1031883	-	2	77	ACKKBG_A32130	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29465		hypothetical protein	11	CM128235.1	1032353	1032921	+	2	119	ACKKBG_A32135	A	1.0000	pass	none	none		IPR002677 Large ribosomal subunit protein bL32; IPR051991 Mitochondrial ribosomal protein bL32	TRUE					FALSE
APU25_29470	bysl	Pancreatic trypsin inhibitor Kunitz domain-containing protein	11	CM128235.1	1033522	1034847	+	4	274	ACKKBG_A32140	A	0.9964	pass	eggnog	interpro_domain				IPR002223 Pancreatic trypsin inhibitor Kunitz domain				TRUE
APU25_29475	RUS6	Protein root UVB sensitive/RUS and Root UVB sensitive protein, C-terminal domain-containing protein	11	CM128235.1	1035177	1038008	+	7	573	ACKKBG_A40660	A	0.9983	pass	eggnog	interpro_domain_multi				IPR054549 Protein root UVB sensitive/RUS domain; IPR055412 Root UVB sensitive protein, C-terminal				TRUE
APU25_29480	MRPL21	Large ribosomal subunit protein bL21	11	CM128235.1	1038328	1039128	-	3	182	ACKKBG_A32145	A	0.9945	pass	utex250a	interpro_family								TRUE
APU25_29485		GDP-fucose protein O-fucosyltransferase	11	CM128235.1	1039719	1042494	+	5	532	ACKKBG_A32150	A	0.9962	pass	none	interpro_family								TRUE
APU25_29490	CGL77	GCVT, N-terminal and YgfZ/CAF17, C-terminal domain-containing protein	11	CM128235.1	1042929	1045296	-	6	478	ACKKBF_B32155	B	0.9665	pass	utex250a	interpro_domain_multi				IPR006222 GCVT, N-terminal domain; IPR017703 YgfZ/CAF17, C-terminal				TRUE
APU25_29495	CSP41A	NAD(P)-binding domain-containing protein	11	CM128235.1	1045422	1047426	+	8	349	ACKKBG_A32160	A	0.9971	pass	utex250a	interpro_domain				IPR016040 NAD(P)-binding domain				TRUE
APU25_29500	PRPL3	Large ribosomal subunit protein uL3, bacteria/organella	11	CM128235.1	1047752	1049033	+	5	259	ACKKBG_A32165	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29505	cycd3b	Cyclin, N-terminal and Cyclin-like domain-containing protein	11	CM128235.1	1050178	1052370	+	6	411	ACKKBG_A32170	A	0.9221	no_start_Met	eggnog	interpro_domain_multi				IPR006671 Cyclin, N-terminal; IPR013763 Cyclin-like domain; IPR004367 Cyclin, C-terminal domain				TRUE
APU25_29510	Dhx57	Zinc finger C2H2-type and ATP-dependent RNA helicase DHX29, DSRM-like domain-containing protein	11	CM128235.1	1053342	1059965	-	13	1416	ACKKBG_A32175	A	0.9972	pass	eggnog	interpro_domain_multi				IPR013087 Zinc finger C2H2-type; IPR056328 ATP-dependent RNA helicase DHX29, DSRM-like domain; IPR056890 ATP-dependent RNA helicase DHX29-like, UBA domain; IPR006575 RWD domain; IPR014001 Helicase superfamily 1/2, ATP-binding domain; IPR011545 DEAD/DEAH-box helicase domain; IPR001650 Helicase, C-terminal domain-like; IPR007502 Helicase-associated domain; IPR011709 DEAD-box helicase, OB fold; IPR059023 RNA helicase, C-terminal domain				TRUE
APU25_29515		hypothetical protein	11	CM128235.1	1060169	1062234	-	4	510	ACKKBG_A32180	A	0.9961	pass	none	none								FALSE
APU25_29520		hypothetical protein	11	CM128235.1	1062673	1064133	+	5	306	ACKKBG_A32185	A	0.9935	pass	none	none								FALSE
APU25_29525	NIFS1	Cysteine desulfurase IscS	11	CM128235.1	1064322	1066394	+	4	464	ACKKBG_A32190	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29530	CCB2	COFACTOR ASSEMBLY OF COMPLEX C SUBUNIT B CCB2, chloroplastic	11	CM128235.1	1067002	1068046	+	3	259	ACKKBG_A32195	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29535	SUFD1	SUF system FeS cluster assembly, SufD	11	CM128235.1	1068348	1070869	-	6	523	ACKKBG_A32200	A	0.9981	pass	utex250a	interpro_family								TRUE
APU25_29540		hypothetical protein	11	CM128235.1	1071068	1071777	+	3	149	ACKKBG_A32205	A	1.0000	pass	none	none								TRUE
APU25_29545		Protein of unknown function DUF3755	11	CM128235.1	1071984	1073912	-	4	442	ACKKBG_A32210	A	0.9887	no_start_Met	none	interpro_family						LOC112284927	loc_placeholder	TRUE
APU25_29550	DPH7	hypothetical protein	11	CM128235.1	1079255	1080608	+	3	346	ACKKBG_A32225	A	0.9855	pass	eggnog	none					TRUE			TRUE
APU25_29555	MED26B	Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type and Transcription factor IIS, N-terminal domain-containing protein	11	CM128235.1	1081105	1084749	-	6	839	ACKKBG_A32230	A	0.9988	pass	eggnog	interpro_domain_multi				IPR003617 Transcription elongation factor, TFIIS/CRSP70, N-terminal, sub-type; IPR017923 Transcription factor IIS, N-terminal; IPR000571 Zinc finger, CCCH-type				TRUE
APU25_29560		Casein Kinase 2, subunit alpha	11	CM128235.1	1085621	1087356	+	5	331	ACKKBG_A32235	tie	1.0000	pass	none	interpro_family						LOC112288852	loc_placeholder	TRUE
APU25_29565	CREB1	Basic-leucine zipper and G-box binding factor 1-like, bZIP domain, plant domain-containing protein	11	CM128235.1	1087783	1089263	-	3	365	ACKKBG_A32240	tie	0.9973	pass	eggnog	interpro_domain_multi				IPR004827 Basic-leucine zipper domain; IPR045314 G-box binding factor 1-like, bZIP domain, plant				TRUE
APU25_29570	PHR1	hypothetical protein	11	CM128235.1	1089912	1093623	+	14	510	ACKKBG_A32245	tie	0.9961	pass	utex250a	none		IPR008148 DNA photolyase class 2; IPR052219 DNA Photolyase Class-2	TRUE					TRUE
APU25_29575	CAF1	CCR4-NOT transcription complex subunit 7/8/Pop2	11	CM128235.1	1094186	1095919	+	5	293	ACKKBG_A32250	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29580		hypothetical protein	11	CM128235.1	1096155	1096473	+	2	69	ACKKBG_A32255	tie	1.0000	pass	none	none								TRUE
APU25_29585	SAC3A	SAC3/GANP/THP3, conserved domain-containing protein	11	CM128235.1	1096733	1100173	-	6	868	ACKKBG_A32260	A	0.9954	no_start_Met	eggnog	interpro_domain				IPR005062 SAC3/GANP/THP3, conserved domain				TRUE
APU25_29590	SRP72	Signal recognition particle, SRP72 subunit, RNA-binding domain-containing protein	11	CM128235.1	1100857	1104448	+	9	663	ACKKBG_A32265	A	0.9985	pass	utex250a	interpro_domain				IPR013699 Signal recognition particle, SRP72 subunit, RNA-binding				TRUE
APU25_29595	PFD6	Prefoldin beta-like	11	CM128235.1	1104669	1105445	-	4	128	ACKKBG_A32270	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29600	SEC63	DnaJ and Sec63 domain-containing protein	11	CM128235.1	1105795	1109981	+	13	682	ACKKBG_A32275	A	0.9985	pass	utex250a	interpro_domain_multi				IPR001623 DnaJ domain; IPR004179 Sec63 domain				TRUE
APU25_29605	RB47	Polyadenylate binding protein, human types 1, 2, 3, 4	11	CM128235.1	1110699	1113052	-	3	631	ACKKBF_B32280	B	0.9968	pass	utex250a	interpro_family								TRUE
APU25_29610	LPL3	Inactive lipoate--protein ligase 2	11	CM128235.1	1113513	1114508	+	3	239	ACKKBG_A32285	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29615	CCPP23	Co-chaperone protein p23-like	11	CM128235.1	1114820	1115856	-	4	200	ACKKBG_A32290	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29620		Zinc finger, C2H2, LYAR-type and Matrin/U1-C-like, C2H2-type zinc finger domain-containing protein	11	CM128235.1	1116330	1117372	+	3	255	ACKKBG_A32295	A	0.9961	no_start_Met	none	interpro_domain_multi				IPR014898 Zinc finger, C2H2, LYAR-type; IPR003604 Matrin/U1-C-like, C2H2-type zinc finger; IPR013087 Zinc finger C2H2-type; IPR058719 Cell growth-regulating nucleolar protein-like, winged helix domain		LOC123179852	loc_placeholder	TRUE
APU25_29625	ATJ39	DnaJ domain-containing protein	11	CM128235.1	1117749	1119164	+	6	213	ACKKBG_A32300	A	1.0000	pass	eggnog	interpro_domain				IPR001623 DnaJ domain				TRUE
APU25_29630		hypothetical protein	11	CM128235.1	1119426	1120676	-	5	224	ACKKBG_A32305	A	1.0000	pass	none	none								TRUE
APU25_29635	NUDT20	Domain of unknown function DUF4743 and NUDIX hydrolase domain-containing protein	11	CM128235.1	1121011	1122776	+	5	346	ACKKBG_A32310	A	0.9884	pass	eggnog	interpro_domain_multi				IPR031804 Domain of unknown function DUF4743; IPR000086 NUDIX hydrolase domain				TRUE
APU25_29640	DEG1B	PDZ and Protease Do-like 1/8, PDZ domain-containing protein	11	CM128235.1	1123739	1126362	-	7	470	ACKKBG_A32315	A	0.9957	pass	utex250a	interpro_domain_multi				IPR001478 PDZ domain; IPR039382 Protease Do-like 1/8, PDZ domain				TRUE
APU25_29645	APSR1	Thioredoxin-independent 5'-adenylylsulphate reductase	11	CM128235.1	1126879	1129392	+	7	439	ACKKBG_A32320	A	0.9886	no_start_Met	utex250a	interpro_family								TRUE
APU25_29650	MOB1	MOB kinase activator family	11	CM128235.1	1129746	1131374	-	8	218	ACKKBG_A32325	A	0.9954	pass	utex250a	interpro_family	DUP0319							TRUE
APU25_29655	SMP12	U1 small nuclear ribonucleoprotein of 70kDa N-terminal and snRNP70, RNA recognition motif domain-containing protein	11	CM128235.1	1131586	1133838	-	6	418	ACKKBG_A32330	A	0.9809	no_start_Met	utex250a	interpro_domain_multi	DUP0319			IPR022023 U1 small nuclear ribonucleoprotein of 70kDa N-terminal; IPR034143 snRNP70, RNA recognition motif; IPR000504 RNA recognition motif domain				TRUE
APU25_29660	PUF1	Pumilio homology and CPL domain-containing protein	11	CM128235.1	1134388	1137659	+	5	670	ACKKBG_A32335	A	0.9985	pass	utex250a	interpro_domain_multi				IPR033133 Pumilio homology domain; IPR012959 CPL domain				TRUE
APU25_29665		hypothetical protein	11	CM128235.1	1138072	1138838	+	4	133	ACKKBF_B32340	B	0.9925	pass	none	none								FALSE
APU25_29670	DAW1	U3 small nucleolar RNA-associated protein 13, C-terminal domain-containing protein	11	CM128235.1	1139435	1143166	+	6	852	ACKKBG_A32345	A	0.9953	pass	eggnog	interpro_domain				IPR013934 U3 small nucleolar RNA-associated protein 13, C-terminal				TRUE
APU25_29675		hypothetical protein	11	CM128235.1	1143458	1143917	-	2	109	ACKKBG_A32350	A	1.0000	pass	none	none								TRUE
APU25_29680	FAP295	Cyclic nucleotide-binding and Protein kinase domain-containing protein	11	CM128235.1	1144468	1148366	-	10	716	ACKKBG_A32355	A	1.0000	pass	utex250a	interpro_domain_multi				IPR000595 Cyclic nucleotide-binding domain; IPR000719 Protein kinase domain; IPR035014 cGMP-dependent protein kinase, catalytic domain; IPR000961 AGC-kinase, C-terminal				TRUE
APU25_29685	SRP14	Signal recognition particle, SRP14 subunit	11	CM128235.1	1148661	1149315	+	4	123	ACKKBG_A32360	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29690	Cni-C05B5.11	hypothetical protein	11	CM128235.1	1149923	1151978	+	4	421	ACKKBF_B32365	B	0.9739	pass	eggnog	none								TRUE
APU25_29695	SRS5	RNA recognition motif domain-containing protein	11	CM128235.1	1152159	1153752	+	5	265	ACKKBG_A32370	A	0.9698	pass	utex250a	interpro_domain	DUP0320			IPR000504 RNA recognition motif domain				TRUE
APU25_29700		Peptidyl-tRNA hydrolase	11	CM128235.1	1153977	1155231	+	3	280	ACKKBG_A32400	A	1.0000	pass	none	interpro_family	DUP0320							TRUE
APU25_29705		hypothetical protein	11	CM128235.1	1155442	1158834	-	7	774	ACKKBG_A32405	A	0.9935	pass	none	none					TRUE			TRUE
APU25_29710	BOB2	CS domain-containing protein	11	CM128235.1	1158891	1160024	-	5	156	ACKKBG_A32410	A	0.9936	pass	eggnog	interpro_domain				IPR007052 CS domain				TRUE
APU25_29715	GPD1	Glycerol-3-phosphate dehydrogenase, NAD-dependent	11	CM128235.1	1160491	1163242	+	5	640	ACKKBG_A32415	A	0.9922	pass	utex250a	interpro_family								TRUE
APU25_29720	PRFA1	hypothetical protein	11	CM128235.1	1163712	1165785	-	6	420	ACKKBG_A32420	tie	0.9976	pass	utex250a	none		IPR004373 Peptide chain release factor 1; IPR050057 Prokaryotic/Mitochondrial Release Factor	TRUE					TRUE
APU25_29725	ATP3	ATP synthase, F1 complex, gamma subunit	11	CM128235.1	1166171	1167528	-	4	319	ACKKBG_A32425	tie	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29730		Small-subunit processome, Utp11	11	CM128235.1	1167864	1169065	-	4	252	ACKKBF_B32430	B	1.0000	pass	none	interpro_family						LOC107815481	loc_placeholder	TRUE
APU25_29735	GTF2H2	hypothetical protein	11	CM128235.1	1169491	1170243	-	3	182	ACKKBG_A32435	A	0.9945	pass	eggnog	none	DUP0321							TRUE
APU25_29740	GTF2H2	hypothetical protein	11	CM128235.1	1170501	1173862	-	7	736	ACKKBF_B32440	B	0.9361	internal_stop	eggnog	none	DUP0321							TRUE
APU25_29745	TF2H2	TFIIH subunit Ssl1/p44	11	CM128235.1	1174191	1176424	-	7	399	ACKKBG_A32450	tie	0.9950	pass	utex250a	interpro_family	DUP0321							TRUE
APU25_29750		DEAD box ATP-dependent RNA helicases	11	CM128235.1	1176951	1179425	-	6	542	ACKKBG_A32455	A	0.9963	pass	none	interpro_family								TRUE
APU25_29755	VPS41	Vps41, beta-propeller and Vps41, TPR-like region domain-containing protein	11	CM128235.1	1179865	1185243	+	10	1143	ACKKBG_A32460	A	0.9913	pass	eggnog	interpro_domain_multi				IPR057780 Vps41, beta-propeller; IPR061510 Vps41, TPR-like region				TRUE
APU25_29760	BPL2	hypothetical protein	11	CM128235.1	1185544	1188339	-	5	738	ACKKBG_A32465	A	1.0000	pass	utex250a	none	DUP0322							TRUE
APU25_29765	HCF101	Mrp/NBP35 ATP-binding protein	11	CM128235.1	1188601	1191211	-	8	504	ACKKBG_A32470	A	0.9980	pass	utex250a	interpro_family	DUP0322							TRUE
APU25_29770	ABA4	ABA DEFICIENT 4-like	11	CM128235.1	1191564	1192517	+	4	210	ACKKBG_A32475	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_29775	LPA3	Domain of unknown function DUF1995 domain-containing protein	11	CM128235.1	1192700	1194886	+	8	387	ACKKBG_A32480	A	0.9974	pass	utex250a	interpro_domain				IPR018962 Domain of unknown function DUF1995				TRUE
APU25_29780	PUR3	Phosphoribosylglycinamide formyltransferase	11	CM128235.1	1195142	1196429	-	4	283	ACKKBG_A32485	A	1.0000	pass	eggnog	interpro_family								TRUE
APU25_29785	CLC-E	Chloride channel	11	CM128235.1	1196572	1199683	+	5	712	ACKKBG_A32490	A	0.9958	pass	eggnog	interpro_family								TRUE
APU25_29790	MRPS16	Small ribosomal subunit protein bS16	11	CM128235.1	1200166	1200738	+	3	106	ACKKBG_A32495	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29795		Blue (type 1) copper domain-containing protein	11	CM128235.1	1201284	1201903	-	3	127	ACKKBG_A32500	A	1.0000	pass	none	interpro_domain	DUP0323			IPR000923 Blue (type 1) copper domain				TRUE
APU25_29800		Blue (type 1) copper domain-containing protein	11	CM128235.1	1202334	1203098	-	3	121	ACKKBG_A32505	A	1.0000	pass	none	interpro_domain	DUP0323			IPR000923 Blue (type 1) copper domain				TRUE
APU25_29805		Zinc finger, CCCH-type domain-containing protein	11	CM128235.1	1205260	1212182	+	10	1642	ACKKBG_A32510	A	0.9976	pass	none	interpro_domain				IPR000571 Zinc finger, CCCH-type				FALSE
APU25_29810	CGL73	Protein CHAPERONE-LIKE PROTEIN OF POR1-like	11	CM128235.1	1212582	1214139	-	5	287	ACKKBG_A32515	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29815		PUA and SAM-dependent methyltransferase RsmB-F/NOP2-type domain-containing protein	11	CM128235.1	1214604	1216944	+	5	545	ACKKBG_A32520	A	0.9982	pass	none	interpro_domain_multi				IPR002478 PUA domain; IPR001678 SAM-dependent methyltransferase RsmB-F/NOP2-type domain; IPR049560 SAM-dependent methyltransferase RsmB-F/NOP2-type, catalytic core		LOC109005606	loc_placeholder	TRUE
APU25_29820	SQS1	Squalene synthase-like	11	CM128235.1	1217314	1219940	-	9	458	ACKKBG_A32525	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29825		NF-kappa-B Signaling Regulator	11	CM128235.1	1220373	1222380	+	4	482	ACKKBG_A32530	A	1.0000	pass	none	interpro_family						LOC109019112	loc_placeholder	TRUE
APU25_29830	AEP1	Aldose 1-epimerase/Galactose mutarotase	11	CM128235.1	1222597	1224929	+	8	389	ACKKBG_A32535	A	1.0000	pass	utex250a	interpro_family								TRUE
APU25_29835		Zinc finger, CCHC-type domain-containing protein	11	CM128235.1	1225125	1226095	-	3	208	ACKKBG_A32540	A	1.0000	pass	none	interpro_domain				IPR001878 Zinc finger, CCHC-type		LOC104602463	loc_placeholder	TRUE
APU25_29840		hypothetical protein	11	CM128235.1	1228788	1230390	+	5	302	ACKKBG_A32545	A	0.9868	no_start_Met	none	none								TRUE
APU25_29845	HKR1	Archaeal/bacterial/fungal rhodopsins	11	CM128235.1	1232114	1237360	+	11	964	ACKKBG_A32550	A	0.9979	pass	utex250a	interpro_family								TRUE
APU25_29850		hypothetical protein	11	CM128235.1	1237573	1238783	+	6	140	ACKKBG_A32555	A	0.9214	pass	none	none						LOC108993809	loc_placeholder	TRUE
APU25_29855	FKB16D	FKBP-type peptidyl-prolyl cis-trans isomerase domain-containing protein	11	CM128235.1	1239082	1240332	+	4	259	ACKKBG_A32560	A	0.9962	pass	utex250a	interpro_domain				IPR001179 FKBP-type peptidyl-prolyl cis-trans isomerase domain				TRUE
APU25_29860	FTSHI2	AAA+ ATPase and ATPase, AAA-type, core domain-containing protein	11	CM128235.1	1240544	1245309	-	14	901	ACKKBG_A32565	A	1.0000	pass	utex250a	interpro_domain_multi				IPR003593 AAA+ ATPase domain; IPR003959 ATPase, AAA-type, core; IPR000642 Peptidase M41				TRUE
APU25_29865	dnj29	DnaJ and DPH-type metal-binding domain-containing protein	11	CM128235.1	1245841	1246266	+	1	141	ACKKBG_A32570	tie	1.0000	pass	eggnog	interpro_domain_multi				IPR001623 DnaJ domain; IPR007872 DPH-type metal-binding domain				TRUE
APU25_29870		hypothetical protein	11	CM128235.1	1246674	1247122	+	2	107	ACKKBG_A32575	A	0.9907	pass	none	none								TRUE
APU25_29875	RH17	Helicase superfamily 1/2, ATP-binding and DEAD/DEAH-box helicase domain-containing protein	11	CM128235.1	1247227	1251973	-	11	920	ACKKBG_A32580	A	0.9924	pass	eggnog	interpro_domain_multi				IPR014001 Helicase superfamily 1/2, ATP-binding domain; IPR011545 DEAD/DEAH-box helicase domain; IPR001650 Helicase, C-terminal domain-like; IPR025313 ATP-dependent rRNA helicase SPB4-like, C-terminal extension				TRUE
APU25_29880		Kinetochore protein Nuf2, N-terminal and Nuf2, DHR10-like domain-containing protein	11	CM128235.1	1252262	1254989	+	8	454	ACKKBG_A32585	A	0.9978	pass	none	interpro_domain_multi				IPR005549 Kinetochore protein Nuf2, N-terminal; IPR041112 Nuf2, DHR10-like domain		LOC112289254	loc_placeholder	TRUE
APU25_29885		hypothetical protein	11	CM128235.1	1257492	1258774	+	4	296	ACKKBG_A32590	A	0.9764	pass	none	none								FALSE
APU25_29890	RTA2	Arsenical pump ATPase, ArsA/GET3	11	CM128235.1	1262586	1264610	+	6	362	ACKKBG_A32600	A	0.9972	pass	utex250a	interpro_family								TRUE
APU25_29895		SDR PhqE-like	11	CM128235.1	1264847	1265976	+	4	242	ACKKBG_A32605	A	0.9959	pass	none	interpro_family	DUP0324							TRUE
APU25_29900		hypothetical protein	11	CM128235.1	1266653	1267552	+	1	299	ACKKBG_A32610	A	1.0000	pass	none	none	DUP0324				TRUE			TRUE
APU25_29905		hypothetical protein	11	CM128235.1	1268311	1269141	+	4	138	ACKKBG_A32615	A	1.0000	pass	none	none	DUP0325				TRUE			TRUE
APU25_29910		hypothetical protein	11	CM128235.1	1270037	1270684	+	3	120	ACKKBG_A32620	tie	0.9917	pass	none	none	DUP0325				TRUE			TRUE
APU25_29915	NUP214	hypothetical protein	11	CM128235.1	1271135	1279515	+	19	1778	ACKKBG_A32625	A	0.9949	pass	utex250a	none								TRUE
APU25_29920		hypothetical protein	11	CM128235.1	1279751	1284191	-	12	853	ACKKBG_A32630	A	0.9953	pass	none	none								TRUE
APU25_29925	HDA13	Histone deacetylase domain-containing protein	11	CM128235.1	1284676	1287729	+	8	519	ACKKBG_A32635	A	0.9955	internal_stop,frameshift	utex250a	interpro_domain				IPR023801 Histone deacetylase domain				TRUE
APU25_29930		Zinc finger, CCCH-type and E3 ligase, CCCH-type zinc finger domain-containing protein	11	CM128235.1	1288086	1291293	+	5	767	ACKKBG_A32640	A	0.9870	no_start_Met	none	interpro_domain_multi				IPR000571 Zinc finger, CCCH-type; IPR041367 E3 ligase, CCCH-type zinc finger; IPR002893 Zinc finger, MYND-type				TRUE
APU25_29935		Peptidase S8/S53 domain-containing protein	11	CM128235.1	1291989	1293793	-	3	437	ACKKBG_A32645	A	0.9947	internal_stop,frameshift	none	interpro_domain				IPR000209 Peptidase S8/S53 domain				TRUE
APU25_29940	BQ5605_C035g11404	hypothetical protein	11	CM128235.1	1294410	1296639	-	4	562	ACKKBG_A32650	A	0.9893	pass	eggnog	none					TRUE			TRUE
APU25_29945	AAI1	Ketol-acid reductoisomerase	11	CM128235.1	1296907	1299078	+	3	568	ACKKBF_B32655	B	0.9982	pass	utex250a	interpro_family								TRUE
APU25_29950	UNG2	Uracil-DNA glycosylase-like domain-containing protein	11	CM128235.1	1299514	1300685	-	3	309	ACKKBG_A32660	A	0.9806	no_start_Met	utex250a	interpro_domain				IPR005122 Uracil-DNA glycosylase-like				TRUE
APU25_29955		hypothetical protein	11	CM128235.1	1301671	1302950	+	4	295	ACKKBG_A32665	A	0.9797	pass	none	none								FALSE
APU25_29960	MRPS29	Small ribosomal subunit protein mS29	11	CM128235.1	1304032	1306197	-	7	416	ACKKBG_A32670	A	0.9976	pass	utex250a	interpro_family								TRUE
APU25_29965		hypothetical protein	11	CM128235.1	1306480	1309715	+	8	518	ACKKBG_A32675	A	1.0000	pass	none	none					TRUE	FGENESH:	foreign_locus_id	TRUE
APU25_29970		hypothetical protein	11	CM128235.1	1309979	1311845	-	3	505	ACKKBG_A32680	A	0.9941	pass	none	none								FALSE
