locus_tag	source	interpro_accessions	pfam_accessions	ncbifam	prosite	smart	cdd	superfamily	n_domains	interpro_accessions_other_libs
APU25_27130	ips6_local								0	
APU25_27135	ips6_local	IPR033464	PF10075						1	
APU25_27140	matches_api	IPR002685,IPR029044	PF01793					SSF53448	2	
APU25_27145	ips6_local	IPR000198,IPR008936	PF00620		PS50238	SM00324		SSF48350	4	
APU25_27150	matches_api	IPR028091,IPR028097	PF14647,PF14648						2	IPR039199
APU25_27155	matches_api	IPR001353,IPR016050,IPR023333,IPR029055	PF00227		PS00854,PS51476		cd03761	SSF56235	5	IPR000243
APU25_27160	ips6_local	IPR013946	PF08637						1	
APU25_27165	ips6_local	IPR003582,IPR005123,IPR006620,IPR044862	PF13640		PS51471	SM00254,SM00702			4	
APU25_27170	matches_api	IPR000626,IPR022617,IPR029071	PF11976		PS50053			SSF54236	3	
APU25_27175	ips6_local								0	
APU25_27180	matches_api	IPR013136,IPR028941	PF10537,PF15613		PS51136				3	IPR053271
APU25_27185	matches_api								0	
APU25_27190	matches_api	IPR019352	PF10218						1	
APU25_27195	matches_api								0	
APU25_27200	matches_api	IPR013057	PF01490						1	
APU25_27205	ips6_local	IPR000237	PF01465		PS50913	SM00755			3	
APU25_27210	matches_api	IPR000504,IPR034158,IPR034159,IPR035979	PF00076		PS50102	SM00360	cd12334,cd12335	SSF54928	6	IPR012677,IPR052084
APU25_27215	matches_api	IPR002638,IPR004393,IPR022412,IPR036068	PF01729,PF02749	TIGR00078			cd01572	SSF51690,SSF54675	6	IPR013785,IPR027277,IPR037128
APU25_27220	matches_api	IPR002110,IPR036770	PF12796		PS50088,PS50297	SM00248		SSF48403	5	
APU25_27225	matches_api	IPR000795,IPR004160,IPR004161,IPR004541,IPR005225,IPR009000,IPR009001,IPR027417,IPR031157,IPR033720,IPR041709	PF00009,PF03143,PF03144	NF000766,NF009372,NF009373,TIGR00231,TIGR00485	PS00301,PS51722		cd01884,cd03697,cd03707	SSF50447,SSF50465,SSF52540	16	IPR050055
APU25_27230	ips6_local								0	
APU25_27235	ips6_local	IPR001789,IPR011006			PS50110			SSF52172	2	
APU25_27240	matches_api	IPR011032,IPR018369,IPR020818	PF00166		PS00681	SM00883	cd00320	SSF50129	5	IPR037124
APU25_27245	matches_api	IPR019634	PF10693						1	
APU25_27250	ips6_local	IPR013057	PF01490						1	
APU25_27255	ips6_local								0	
APU25_27260	matches_api	IPR013766,IPR036249	PF00085		PS51352		cd02947	SSF52833	4	
APU25_27265	matches_api	IPR003369	PF02416						1	
APU25_27270	matches_api	IPR004695	PF03595						1	IPR038665,IPR051629
APU25_27275	matches_api					SM00368		SSF52047	2	IPR032675
APU25_27280	matches_api	IPR011762,IPR011763,IPR029045,IPR034733	PF01039		PS50980,PS50989			SSF52096	4	IPR045190
APU25_27285	ips6_local								0	
APU25_27290	ips6_local	IPR001727,IPR049555	PF01169		PS01214				2	
APU25_27295	matches_api	IPR016971	PF27754						1	
APU25_27300	ips6_local	IPR003439,IPR003593,IPR013525,IPR017871,IPR027417	PF00005,PF01061		PS00211,PS50893	SM00382	cd03213	SSF52540	7	
APU25_27305	matches_api	IPR007577,IPR029044,IPR029063	PF04488					SSF53335,SSF53448	3	IPR039367
APU25_27310	matches_api	IPR001471,IPR016177			PS51032	SM00380	cd00018	SSF54171	4	IPR036955,IPR044808
APU25_27315	ips6_local								0	
APU25_27320	matches_api	IPR001031,IPR029058	PF00975					SSF53474	2	IPR012223
APU25_27325	ips6_local	IPR037239						SSF144000	1	
APU25_27330	ips6_local	IPR002912,IPR003607,IPR004095,IPR007685,IPR012676,IPR033655,IPR043519,IPR045865	PF01842,PF02824,PF04607,PF13328		PS51671,PS51880	SM00471,SM00954	cd00077,cd01668,cd05399	SSF109604,SSF55021,SSF81271,SSF81301	15	
APU25_27335	ips6_local	IPR003607,IPR007685,IPR043519,IPR056011	PF04607,PF13328,PF24500			SM00471,SM00954	cd00077,cd05399	SSF109604,SSF81301	9	
APU25_27340	ips6_local	IPR005818,IPR036390	PF00538		PS51504	SM00526		SSF46785,SSF58113	5	
APU25_27345	matches_api	IPR016024,IPR021133,IPR021843,IPR032430	PF11919,PF16507		PS50077			SSF48371	4	IPR035309
APU25_27350	matches_api	IPR003162,IPR009072	PF02291				cd07979	SSF47113	3	IPR051431
APU25_27355	matches_api	IPR000558,IPR007125,IPR009072,IPR055333	PF00125		PS00357	SM00427	cd22910	SSF47113	5	
APU25_27360	matches_api	IPR036322						SSF50978	1	IPR015943,IPR044230
APU25_27365	matches_api	IPR003593,IPR027417,IPR041538,IPR045427	PF17868,PF20030			SM00382	cd00009	SSF52540	5	IPR001270,IPR050513
APU25_27370	matches_api	IPR002110,IPR036770	PF12796		PS50088,PS50297	SM00248		SSF48403	5	
APU25_27375	ips6_local	IPR015590,IPR016161,IPR029510	PF00171		PS00687			SSF53720	3	
APU25_27380	ips6_local	IPR013320			PS51257			SSF49899	2	
APU25_27385	ips6_local	IPR013932,IPR016024	PF08623,PF25782					SSF48371	3	
APU25_27390	ips6_local	IPR002130,IPR020892,IPR029000	PF00160		PS00170,PS50072		cd01926	SSF50891	5	
APU25_27395	ips6_local	IPR006094,IPR007173,IPR016166,IPR036318	PF01565,PF04030		PS51387			SSF56176	4	
APU25_27400	matches_api	IPR009548	PF06658						1	
APU25_27405	ips6_local	IPR002683,IPR016123	PF01789					SSF55724	2	
APU25_27410	ips6_local	IPR025344,IPR057137	PF13355,PF23468						2	
APU25_27415	ips6_local	IPR003837,IPR036113	PF02686	TIGR00135				SSF141000	3	
APU25_27420	matches_api	IPR000184,IPR057354	PF01103,PF25282						2	IPR039910
APU25_27425	matches_api								0	
APU25_27430	matches_api	IPR011044						SSF50969	1	
APU25_27435	ips6_local	IPR016024,IPR032629,IPR032817	PF16206,PF16213					SSF48371	3	
APU25_27440	matches_api	IPR002491	PF01497		PS50983			SSF53807	3	IPR051030
APU25_27445	matches_api	IPR006634	PF03798						1	IPR050846
APU25_27450	matches_api	IPR000719,IPR011009,IPR017441	PF00069		PS00107,PS50011	SM00220		SSF56112	5	IPR050108
APU25_27455	matches_api	IPR007704	PF05007						1	
APU25_27460	ips6_local	IPR008915	PF02163						1	
APU25_27465	ips6_local	IPR000172,IPR003953,IPR007867,IPR036188	PF00732,PF00890,PF05199					SSF51905	4	
APU25_27470	ips6_local	IPR013216,IPR025774,IPR029063	PF08241		PS51581		cd02440	SSF53335	4	
APU25_27475	matches_api	IPR016040,IPR036291	PF13460				cd05243	SSF51735	3	
APU25_27480	matches_api	IPR000257,IPR006361,IPR038071	PF01208	TIGR01464	PS00906,PS00907		cd00717	SSF51726	6	
APU25_27485	matches_api	IPR019034	PF09495						1	
APU25_27490	ips6_local	IPR000719,IPR001245,IPR008271,IPR011009,IPR011047,IPR017441	PF07714		PS00107,PS00108,PS50011	SM00220	cd13999	SSF50998,SSF56112	8	
APU25_27495	matches_api								0	
APU25_27500	matches_api	IPR004217,IPR035427	PF02953					SSF144122	2	
APU25_27505	matches_api	IPR003682,IPR029063	PF02527	TIGR00138			cd02440	SSF53335	4	
APU25_27510	matches_api	IPR019533,IPR036286	PF10502				cd06530	SSF51306	3	IPR000223,IPR052064
APU25_27515	ips6_local	IPR003406	PF02485						1	
APU25_27520	ips6_local								0	
APU25_27525	ips6_local								0	
APU25_27530	ips6_local						cd22884		1	
APU25_27535	matches_api		PF13233				cd20270		2	IPR008381
APU25_27540	ips6_local	IPR022796	PF00504					SSF103511	2	
APU25_27545	matches_api	IPR000629,IPR001650,IPR011545,IPR014001,IPR025313,IPR027417	PF00270,PF00271,PF13959		PS00039,PS51192,PS51194	SM00487,SM00490,SM01178	cd17960,cd18787	SSF52540	12	
APU25_27550	ips6_local	IPR002833,IPR023476	PF01981					SSF102462	2	
APU25_27555	ips6_local								0	
APU25_27560	matches_api	IPR016040,IPR036291	PF13460					SSF51735	2	
APU25_27565	matches_api								0	
APU25_27570	ips6_local	IPR009071,IPR036910	PF00505		PS50118	SM00398		SSF47095	4	
APU25_27575	matches_api	IPR004006,IPR004007,IPR036117	PF02733,PF02734		PS51480,PS51481	SM01120		SSF101473,SSF82549	7	IPR050861
APU25_27580	ips6_local	IPR000073,IPR029058	PF12697					SSF53474	2	
APU25_27585	matches_api	IPR008812	PF05508						1	
APU25_27590	matches_api								0	
APU25_27595	ips6_local								0	
APU25_27600	matches_api	IPR000358,IPR009078,IPR030475,IPR033909	PF00268		PS00368		cd01049	SSF47240	4	IPR012348
APU25_27605	ips6_local	IPR001471,IPR001841,IPR018957	PF00097		PS50089	SM00380		SSF57850	4	
APU25_27610	ips6_local	IPR002220,IPR005263,IPR020624,IPR020625	PF00701	TIGR00674	PS00665,PS00666	SM01130	cd00950	SSF51569	7	
APU25_27615	ips6_local								0	
APU25_27620	matches_api	IPR008166	PF01697						1	
APU25_27625	ips6_local	IPR032816	PF09335						1	
APU25_27630	ips6_local	IPR008576,IPR029063	PF05891				cd02440	SSF53335	3	
APU25_27635	matches_api	IPR004827,IPR046347			PS50217	SM00338	cd14686	SSF57959	4	
APU25_27640	ips6_local	IPR000727,IPR039899	PF30871		PS50192		cd15853	SSF58038	4	
APU25_27645	ips6_local	IPR001128,IPR036396	PF00067					SSF48264	2	
APU25_27650	matches_api	IPR000836,IPR029057	PF14681	NF001097			cd06223	SSF53271	4	IPR050054
APU25_27655	ips6_local	IPR002347,IPR005979,IPR036291	PF00106	TIGR01289			cd09810	SSF51735	4	
APU25_27660	ips6_local								0	
APU25_27665	matches_api	IPR019145	PF09748						1	
APU25_27670	ips6_local	IPR006708	PF04614						1	
APU25_27675	ips6_local	IPR001046	PF01566	NF037982,TIGR01197					3	
APU25_27680	matches_api	IPR001046	PF01566	NF037982,TIGR01197					3	
APU25_27685	ips6_local	IPR004299	PF03062						1	
APU25_27690	matches_api					SM00753			1	IPR045114
APU25_27695	ips6_local								0	
APU25_27700	ips6_local	IPR002099,IPR013507,IPR014762,IPR020568,IPR032189,IPR036890	PF01119,PF13589,PF16413	TIGR00585	PS00058	SM01340	cd16926	SSF54211,SSF55874	9	
APU25_27705	matches_api	IPR006634			PS50922	SM00724			2	IPR040327
APU25_27710	ips6_local	IPR006913,IPR011057	PF04828		PS51891			SSF51316	3	
APU25_27715	ips6_local	IPR001765,IPR015892,IPR036874	PF00484		PS00704,PS00705,PS50270	SM00947		SSF53056	6	
APU25_27720	matches_api	IPR000241,IPR002052,IPR016691,IPR029063,IPR059073	PF01170,PF25904		PS00092,PS51627		cd02440	SSF53335	6	
APU25_27725	matches_api	IPR008554,IPR036249	PF05768					SSF52833	2	
APU25_27730	matches_api	IPR000594,IPR018075,IPR018965,IPR019572,IPR033127,IPR035985	PF00899,PF09358,PF10585	TIGR01408	PS00865	SM00985	cd01490,cd01491	SSF69572	9	IPR000011,IPR038252,IPR042063,IPR042302,IPR042449,IPR045886
APU25_27735	ips6_local	IPR002187,IPR011322,IPR017918	PF00543		PS00638,PS51343	SM00938		SSF54913	5	
APU25_27740	matches_api	IPR002989	PF01469						1	
APU25_27745	ips6_local								0	
APU25_27750	matches_api								0	
APU25_27755	ips6_local								0	
APU25_27760	matches_api	IPR001466,IPR012338	PF00144					SSF56601	2	IPR050789
APU25_27765	ips6_local	IPR029063,IPR041698	PF13649				cd02440	SSF53335	3	
APU25_27770	ips6_local	IPR002123,IPR045252	PF01553			SM00563	cd07991	SSF69593	4	
APU25_27775	ips6_local	IPR003593,IPR004273,IPR013594,IPR013602,IPR024317,IPR024743,IPR027417,IPR035699,IPR035706,IPR041228,IPR041466,IPR041589,IPR041658	PF03028,PF08385,PF08393,PF12774,PF12775,PF12777,PF12780,PF12781,PF17852,PF17857,PF18198,PF18199			SM00382		SSF52540,SSF58100	15	
APU25_27780	ips6_local								0	
APU25_27785	matches_api	IPR013766,IPR017937,IPR036249	PF00085		PS00194,PS51352			SSF52833	4	IPR051063
APU25_27790	ips6_local	IPR011990,IPR019734,IPR029489	PF13181,PF13424,PF13432,PF13844		PS50005,PS50293	SM00028		SSF48452	8	
APU25_27795	matches_api	IPR012617,IPR025160	PF08164,PF13339						2	IPR039223
APU25_27800	matches_api	IPR016024,IPR034085,IPR041389,IPR041653,IPR057672,IPR058584	PF13513,PF18808,PF18829,PF25574,PF25780			SM01349		SSF48371	7	IPR011989,IPR040122
APU25_27805	ips6_local								0	
APU25_27810	ips6_local	IPR000719,IPR008271,IPR011009,IPR016024,IPR017441	PF00069		PS00107,PS00108,PS50011	SM00220	cd06627	SSF48371,SSF56112	8	
APU25_27815	matches_api	IPR001394,IPR018200,IPR028889,IPR038765	PF00443		PS00972,PS00973,PS50235			SSF54001	5	IPR050185
APU25_27820	ips6_local	IPR018616,IPR038765	PF09778					SSF54001	2	
APU25_27825	matches_api	IPR003874	PF02724						1	
APU25_27830	matches_api	IPR007109	PF04427		PS50833	SM00879		SSF52954	4	IPR026532
APU25_27835	ips6_local	IPR001240,IPR011060	PF00697				cd00405	SSF51366	3	
APU25_27840	matches_api	IPR001854,IPR036049	PF00831	TIGR00012				SSF46561	3	IPR050063
APU25_27845	ips6_local	IPR000642,IPR003593,IPR003959,IPR003960,IPR027417,IPR037219,IPR041569	PF00004,PF01434,PF17862		PS00674	SM00382	cd19501	SSF140990,SSF52540	8	
APU25_27850	matches_api	IPR001017,IPR017597,IPR029061	PF00676	TIGR03182			cd02000	SSF52518	4	IPR050642
APU25_27855	matches_api	IPR005746,IPR013766,IPR017937,IPR036249	PF00085	TIGR01068	PS00194,PS51352		cd02947	SSF52833	6	
APU25_27860	ips6_local	IPR013517	PF01839						1	
APU25_27865	ips6_local	IPR004254	PF03006						1	
APU25_27870	ips6_local	IPR013601,IPR013747,IPR016039	PF08392,PF08541				cd00831	SSF53901	4	
APU25_27875	ips6_local	IPR012492,IPR012916	PF07807,PF07808						2	
APU25_27880	ips6_local	IPR004600	PF03850						1	
APU25_27885	ips6_local	IPR029044						SSF53448	1	
APU25_27890	ips6_local	IPR011990,IPR019734	PF13414		PS50005	SM00028		SSF48452	4	
APU25_27895	ips6_local								0	
APU25_27900	matches_api	IPR027417						SSF52540	1	IPR044229
APU25_27905	ips6_local	IPR022127	PF12400						1	
APU25_27910	matches_api	IPR008915,IPR060019	PF02163,PF27677						2	IPR044838
APU25_27915	ips6_local	IPR016024,IPR025283	PF13251					SSF48371	2	
APU25_27920	ips6_local	IPR000717,IPR036390,IPR055089	PF01399,PF22788		PS50250	SM00088		SSF46785	5	
APU25_27925	ips6_local	IPR000289,IPR012340,IPR028626	PF01200		PS00961		cd04457	SSF50249	4	
APU25_27930	matches_api	IPR000312,IPR005940,IPR017459,IPR035902,IPR036320	PF00591,PF02885	TIGR01245				SSF47648,SSF52418	5	
APU25_27935	matches_api	IPR001251,IPR036273,IPR036865	PF00650		PS50191	SM00516	cd00170	SSF46938,SSF52087	6	
APU25_27940	ips6_local	IPR003035	PF02042		PS51519				2	
APU25_27945	matches_api	IPR000054,IPR020052,IPR023621	PF01198	NF002258	PS01144	SM01380	cd00463	SSF54575	6	
APU25_27950	ips6_local	IPR001141,IPR008991,IPR018262,IPR041991	PF01777		PS01107		cd06090	SSF50104	4	
APU25_27955	ips6_local	IPR000374	PF01148		PS01315				2	
APU25_27960	matches_api	IPR004733,IPR010918,IPR016188,IPR036676,IPR036921	PF00586,PF02769	TIGR00878			cd02196	SSF55326,SSF56042	6	
APU25_27965	ips6_local	IPR009378,IPR031737	PF06278,PF16858						2	
APU25_27970	ips6_local	IPR000048,IPR001609,IPR002710,IPR004009,IPR027417,IPR036018	PF00063,PF00612,PF01843,PF02736		PS50096,PS51126,PS51456,PS51844	SM00015,SM00242,SM01132	cd01384	SSF52540	13	
APU25_27975	ips6_local								0	
APU25_27980	ips6_local	IPR032816	PF09335						1	
APU25_27985	matches_api								0	
APU25_27990	ips6_local	IPR004843,IPR006186,IPR029052	PF00149		PS00125	SM00156		SSF56300	4	
APU25_27995	matches_api	IPR000719,IPR008271,IPR011009,IPR017441	PF00069		PS00107,PS00108,PS50011	SM00220		SSF56112	6	
APU25_28000	matches_api	IPR018967	PF09360			SM00704			2	IPR042216,IPR045131
APU25_28005	ips6_local	IPR003593,IPR003959,IPR003960,IPR027417	PF00004		PS00674	SM00382		SSF52540	4	
APU25_28010	ips6_local	IPR007698,IPR007886,IPR008142,IPR024605,IPR026255,IPR029035,IPR034300,IPR036291	PF01262,PF02233,PF05222,PF12769	NF006942,TIGR00561	PS00836	SM01002,SM01003	cd05304	SSF51735,SSF52283,SSF52467	13	
APU25_28015	matches_api	IPR001810,IPR036047	PF00646		PS50181			SSF52047,SSF81383	4	IPR032675,IPR050216
APU25_28020	matches_api	IPR001806,IPR005225,IPR027417	PF00071	TIGR00231	PS51419,PS51420,PS51421	SM00173,SM00174,SM00175,SM00176	cd01867	SSF52540	11	IPR050305
APU25_28025	matches_api	IPR001005,IPR009057	PF13921			SM00717	cd00167	SSF46689	4	IPR052435
APU25_28030	matches_api	IPR000595,IPR002645,IPR011547,IPR018490,IPR036513	PF00027,PF00916,PF01740		PS50042,PS50801		cd00038,cd07042	SSF51206,SSF52091	9	IPR014710,IPR052706
APU25_28035	ips6_local	IPR001179	PF00254		PS50059			SSF54534	3	
APU25_28040	ips6_local	IPR010122,IPR013528,IPR013746,IPR016039	PF01154,PF08540	TIGR01833			cd00827	SSF53901	5	
APU25_28045	ips6_local								0	
APU25_28050	ips6_local	IPR000555,IPR037518	PF01398		PS50249	SM00232	cd08069	SSF102712	5	
APU25_28055	ips6_local	IPR000719,IPR011009	PF00069		PS50011			SSF56112	3	
APU25_28060	ips6_local	IPR000719,IPR008271,IPR011009,IPR017441	PF00069		PS00107,PS00108,PS50011	SM00220		SSF56112	6	
APU25_28065	matches_api	IPR006689,IPR027417	PF00025		PS51417	SM00177,SM00178		SSF52540	5	IPR024156
APU25_28070	matches_api	IPR000133	PF00810						1	
APU25_28075	matches_api	IPR001680,IPR036322	PF00400		PS50082,PS50294	SM00320		SSF50978	5	IPR015943
APU25_28080	ips6_local	IPR019410,IPR029063	PF10294					SSF53335	2	
APU25_28085	matches_api	IPR001810,IPR036047	PF12937		PS50181	SM00256		SSF81383	4	
APU25_28090	matches_api								0	
APU25_28095	matches_api	IPR000253,IPR008984	PF00498		PS50006	SM00240	cd00060	SSF49879	5	
APU25_28100	ips6_local	IPR001357,IPR003593,IPR003959,IPR008921,IPR013725,IPR027417,IPR036420,IPR047854	PF00004,PF00533,PF08519,PF25361		PS50172	SM00292,SM00382	cd00009,cd17752,cd18140	SSF48019,SSF52113,SSF52540	13	
APU25_28105	matches_api								0	IPR007248
APU25_28110	ips6_local	IPR013869	PF08560						1	
APU25_28115	ips6_local	IPR001357,IPR004274,IPR036412,IPR036420	PF00533,PF03031		PS50172,PS50969	SM00577	cd17729	SSF52113,SSF56784	8	
APU25_28120	matches_api	IPR000073,IPR029058	PF12697					SSF53474	2	IPR050471
APU25_28125	matches_api	IPR022742,IPR029058	PF12146					SSF53474	2	IPR050266
APU25_28130	ips6_local	IPR000073,IPR013595,IPR029058	PF00561,PF08386					SSF53474	3	
APU25_28135	ips6_local	IPR002319,IPR005121,IPR006195,IPR036690,IPR045864	PF01409,PF03147		PS50862,PS51447	SM00896	cd00496	SSF54991,SSF55681	8	
APU25_28140	ips6_local	IPR009071,IPR036910	PF00505		PS50118	SM00398		SSF47095	4	
APU25_28145	matches_api	IPR021261	PF10998						1	
APU25_28150	ips6_local	IPR012908,IPR029058	PF07819					SSF53474	2	
APU25_28155	ips6_local	IPR006073,IPR012971,IPR024929,IPR027417,IPR030378	PF01926,PF08153		PS51721		cd01858	SSF52540	5	
APU25_28160	matches_api	IPR001848,IPR018268,IPR027486,IPR036838	PF00338	NF001861,TIGR01049	PS00361	SM01403		SSF54999	6	
APU25_28165	ips6_local	IPR002553,IPR011710,IPR016024,IPR029446	PF01602,PF07718,PF14806					SSF48371	4	
APU25_28170	ips6_local	IPR001705,IPR011332	PF00471	NF001764,NF001860,TIGR01023				SSF57829	5	
APU25_28175	ips6_local	IPR048857	PF21403						1	
APU25_28180	matches_api	IPR001962,IPR006426,IPR017932,IPR029055	PF00733,PF13522	NF006949,TIGR01536	PS51278		cd01991	SSF52402,SSF56235	8	IPR014729,IPR050795
APU25_28185	ips6_local	IPR000422,IPR001763,IPR017945	PF00926	TIGR00506	PS50206			SSF55821	4	
APU25_28190	matches_api	IPR000555,IPR027524,IPR037518,IPR045810	PF01398,PF19445		PS50249	SM00232	cd08065		5	IPR050242
APU25_28195	ips6_local	IPR001683,IPR015404,IPR027267,IPR036871	PF00787,PF09325		PS50195	SM00312	cd06859	SSF103657,SSF64268	7	
APU25_28200	ips6_local								0	
APU25_28205	ips6_local								0	
APU25_28210	ips6_local	IPR009360,IPR037200	PF06246					SSF140102	2	
APU25_28215	matches_api	IPR001680,IPR019775,IPR036322	PF00400		PS00678,PS50082,PS50294	SM00320	cd00200	SSF50978	7	IPR015943,IPR020472,IPR052234
APU25_28220	ips6_local	IPR001650,IPR011545,IPR012337,IPR013520,IPR014001,IPR027417,IPR045562	PF00270,PF00271,PF00929,PF19833		PS51192,PS51194	SM00479,SM00487,SM00490	cd06127	SSF52540,SSF53098	12	
APU25_28225	ips6_local	IPR001085,IPR015424,IPR019798,IPR039429	PF00464	NF000586	PS00096		cd00378	SSF53383	5	
APU25_28230	matches_api	IPR000668,IPR013201,IPR025660,IPR038765,IPR039417	PF00112,PF08246		PS00639	SM00645,SM00848	cd02248	SSF54001	7	IPR013128
APU25_28235	ips6_local	IPR000571,IPR036855	PF14608		PS50103	SM00356		SSF90229	4	
APU25_28240	matches_api	IPR000597,IPR009000,IPR019926,IPR019927	PF00297	TIGR03625	PS00474			SSF50447	4	
APU25_28245	ips6_local	IPR015798,IPR015800,IPR015802,IPR016182,IPR036460,IPR049948	PF01179,PF02727,PF02728	NF008559	PS01164			SSF49998,SSF54416	7	
APU25_28250	matches_api	IPR005031	PF03364				cd07817	SSF55961	3	IPR023393,IPR047137
APU25_28255	matches_api	IPR009457	PF06454						1	IPR040226
APU25_28260	matches_api	IPR004360,IPR029068,IPR037523	PF00903		PS51819			SSF54593	3	IPR052164
APU25_28265	matches_api	IPR000608,IPR016135,IPR023313	PF00179		PS00183,PS50127	SM00212	cd23791	SSF54495	6	IPR050113
APU25_28270	matches_api								0	
APU25_28275	matches_api	IPR040457,IPR041470	PF04130,PF17681						2	IPR007259,IPR042241
APU25_28280	ips6_local								0	
APU25_28285	matches_api	IPR015813,IPR018129,IPR021135,IPR033129	PF00311	NF000584	PS00393,PS00781			SSF51621	5	IPR022805
APU25_28290	matches_api	IPR001680,IPR036322	PF00400			SM00320		SSF50978	3	IPR015943,IPR037363
APU25_28295	matches_api	IPR007653	PF04573						1	
APU25_28300	ips6_local	IPR003347,IPR041667	PF13621		PS51184	SM00558		SSF51197	4	
APU25_28305	matches_api	IPR004667	PF03219	TIGR00769					2	
APU25_28310	ips6_local	IPR000504,IPR002130,IPR029000,IPR035538,IPR035979	PF00076,PF00160		PS50072,PS50102	SM00360	cd01921,cd12235	SSF50891,SSF54928	9	
APU25_28315	matches_api	IPR000668,IPR025661,IPR038765	PF00112		PS00640	SM00645		SSF54001	4	IPR013128
APU25_28320	matches_api	IPR008948,IPR009049,IPR020557,IPR022761,IPR029419	PF00206,PF14698	TIGR00838	PS00163		cd01359	SSF48557	6	IPR000362,IPR024083
APU25_28325	ips6_local	IPR001537,IPR016914,IPR029028	PF00588				cd18094	SSF75217	3	
APU25_28330	matches_api	IPR000825,IPR010231,IPR037284,IPR045595	PF01458,PF19295	NF008773,TIGR01980				SSF101960	5	IPR055346
APU25_28335	matches_api	IPR000760,IPR006240,IPR020550,IPR020583	PF00459	TIGR01331	PS00629,PS00630		cd01638	SSF56655	6	IPR050725
APU25_28340	matches_api	IPR039491	PF14966						1	
APU25_28345	matches_api	IPR009400,IPR035935	PF06331			SM01395		SSF142897	3	
APU25_28350	ips6_local	IPR006786	PF04696						1	
APU25_28355	matches_api	IPR007023	PF04939						1	
APU25_28360	matches_api	IPR006769	PF04678						1	IPR039055
APU25_28365	ips6_local	IPR015320,IPR020568,IPR036890	PF09239,PF13589	NF003218				SSF54211,SSF55874	5	
APU25_28370	ips6_local	IPR007015	PF04931						1	
APU25_28375	matches_api	IPR004649,IPR012337,IPR024567	PF01351	TIGR00729	PS51975		cd07181	SSF53098	5	IPR001352,IPR023160,IPR036397
APU25_28380	matches_api	IPR000453,IPR020541,IPR035904	PF01264	NF003793,TIGR00033	PS00787,PS00788,PS00789		cd07304	SSF103263	8	
APU25_28385	ips6_local	IPR001841	PF13639		PS50089	SM00184	cd16454	SSF57850	5	
APU25_28390	ips6_local								0	
APU25_28395	ips6_local	IPR009003,IPR064058	PF30586					SSF50494	2	
APU25_28400	ips6_local								0	
APU25_28405	ips6_local	IPR002562,IPR012337	PF01612					SSF53098	2	
APU25_28410	ips6_local	IPR002205,IPR006691,IPR013760,IPR035516	PF00521,PF03989	NF004044	PS52040	SM00434	cd00187	SSF101904,SSF56719	8	
APU25_28415	ips6_local	IPR001844,IPR002423,IPR018370,IPR027409,IPR027410,IPR027413	PF00118	NF000592,NF009487,NF009488,NF009489,TIGR02348	PS00296		cd03344	SSF48592,SSF52029,SSF54849	11	
APU25_28420	ips6_local								0	
APU25_28425	ips6_local	IPR000864,IPR005543,IPR036354	PF00280				cd06577	SSF54654	3	
APU25_28430	ips6_local	IPR004839,IPR005861,IPR015424	PF00155	TIGR01141			cd00609	SSF53383	4	
APU25_28435	ips6_local				PS51257				1	
APU25_28440	ips6_local	IPR012501	PF07928						1	
APU25_28445	ips6_local	IPR003395,IPR010935,IPR027120,IPR027417,IPR036277	PF02463,PF06470			SM00968	cd03273	SSF52540,SSF57997,SSF75553	7	
APU25_28450	ips6_local	IPR001375,IPR029058	PF00326					SSF53474,SSF82171	3	
APU25_28455	ips6_local	IPR027417,IPR041677,IPR041679,IPR047187	PF13086,PF13087				cd18042,cd18808	SSF52540	5	
APU25_28460	matches_api				PS51257				1	IPR053288
APU25_28465	ips6_local	IPR000184	PF01103						1	
APU25_28470	matches_api	IPR003653,IPR038765	PF02902		PS50600			SSF54001	3	
APU25_28475	ips6_local	IPR008193,IPR009025,IPR036603,IPR037685	PF13656		PS01154		cd06926	SSF55257	4	
APU25_28480	ips6_local								0	
APU25_28485	matches_api	IPR019616	PF10674						1	IPR038409
APU25_28490	matches_api	IPR021325	PF11152						1	IPR044705
APU25_28495	ips6_local								0	
APU25_28500	ips6_local		PF02274					SSF55909	2	
APU25_28505	ips6_local								0	
APU25_28510	ips6_local								0	
APU25_28515	ips6_local								0	
APU25_28520	ips6_local								0	
APU25_28525	matches_api								0	
APU25_28530	matches_api	IPR023753,IPR036188,IPR054585	PF07992,PF22366					SSF51905	3	IPR045024
APU25_28535	ips6_local	IPR033421,IPR033449	PF04179,PF17184						2	
APU25_28540	matches_api	IPR021883	PF11998						1	
APU25_28545	ips6_local	IPR008854,IPR029063	PF05724		PS51585		cd02440	SSF53335	4	
APU25_28550	matches_api	IPR009097,IPR019510	PF10469					SSF55144	2	IPR052641
APU25_28555	ips6_local	IPR004095,IPR004396,IPR006073,IPR012676,IPR013029,IPR027417,IPR031167,IPR041706	PF01926,PF06071	TIGR00092	PS51710,PS51880		cd01900,cd04867	SSF52540,SSF81271	9	
APU25_28560	matches_api	IPR000701,IPR014314,IPR034804	PF01127				cd03499	SSF81343	3	
APU25_28565	matches_api								0	IPR034563
APU25_28570	ips6_local								0	
APU25_28575	ips6_local	IPR018866	PF10497						1	
APU25_28580	matches_api	IPR001623,IPR036869	PF00226		PS50076	SM00271	cd06257	SSF46565	5	IPR050817
APU25_28585	ips6_local	IPR000182,IPR016181	PF00583		PS51186			SSF55729	3	
