locus_tag	symbol	product	chromosome	accession	start	end	strand	exons	protein_len	source_locus	subgenome	identity	QC	eggnog_seed_ortholog	eggnog_evalue	eggnog_score	eggnog_eggNOG_OGs	eggnog_tax_ceiling	eggnog_farthest_donor_lineage	eggnog_COG_category	eggnog_Preferred_name	eggnog_GOs	eggnog_EC	eggnog_KEGG_ko	eggnog_KEGG_Pathway	eggnog_KEGG_Module	eggnog_KEGG_Reaction	eggnog_KEGG_rclass	eggnog_BRITE	eggnog_KEGG_TC	eggnog_CAZy	eggnog_BiGG_Reaction	eggnog_PFAMs	eggnog_annotation_confidence
APU25_35720		hypothetical protein	12	CM128236.1	2161597	2164907	-	7	669	ACKKBF_B38630	B	0.9985	pass	3075.A0A087STJ4	1.97e-314	874.0	Na_H_Exchanger@131567|uf-17	Eukaryota	1;131567;2759;2698737;33634;4762;4776;4777;4783;164328	COG4651	KEA5	GO:0000138,GO:0000139,GO:0009507,GO:0012505,GO:0015386		K26735					00001,02000				Na_H_Exchanger_280_464	ll-l----l---h
APU25_35725		hypothetical protein	12	CM128236.1	2165241	2166585	-	4	275	ACKKBF_B38635	B	1.0000	pass	3075.A0A087STJ3	4.32e-131	384.0	UQ_con@131567|GA-13,UQ_con@2759|WW-18	Eukaryota	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;123365;123366;123367;123368;123369;1489872;1489922;31022;31028;32517;31031;47144;99883	S	UBE2B	GO:0000086,GO:0000209,GO:0000722,GO:0000724,GO:0000785,GO:0000792,GO:0001666,GO:0001701,GO:0001741,GO:0001835,GO:0002039,GO:0003697,GO:0004842,GO:0005515,GO:0005634,GO:0005654,GO:0005657,GO:0005737,GO:0005764,GO:0005770,GO:0005829,GO:0005886,GO:0006281,GO:0006301,GO:0006325,GO:0006338,GO:0006353,GO:0006366,GO:0006511,GO:0006513,GO:0006974,GO:0007098,GO:0007283,GO:0007288,GO:0007507,GO:0007535,GO:0009302,GO:0009410,GO:0009411,GO:0010228,GO:0010845,GO:0016567,GO:0017116,GO:0019904,GO:0030447,GO:0031371,GO:0031452,GO:0031509,GO:0031571,GO:0031625,GO:0032436,GO:0032456,GO:0032869,GO:0033503,GO:0034620,GO:0034644,GO:0036503,GO:0040029,GO:0042138,GO:0042275,GO:0042276,GO:0043066,GO:0043130,GO:0043161,GO:0043518,GO:0045141,GO:0045892,GO:0045893,GO:0050821,GO:0051026,GO:0051299,GO:0051865,GO:0060135,GO:0061631,GO:0062040,GO:0070193,GO:0070373,GO:0070534,GO:0070628,GO:0070936,GO:0070979,GO:0070987,GO:0071466,GO:0071596,GO:0071629,GO:0090089,GO:0090263,GO:0097505,GO:0120174,GO:0140673,GO:0140936,GO:1901526,GO:1901874,GO:1902166,GO:1990303,GO:1990304,GO:1990305,GO:2000639	ec:2.3.2.23	K10573	04120				00001,01000,03400,04121				UQ_con_8_136	llhhh---h---h
APU25_35730	UBC10	hypothetical protein	12	CM128236.1	2166973	2167912	-	5	173	ACKKBG_A38640	A	0.9884	no_start_Met	3076.A0A2P6TRE0	9.64e-83	249.0	UQ_con@131567|GA-13,UQ_con@2759|WW-18	Eukaryota	1;131567;2759;33154;33208;6072;33213;33511;7711;89593;7742;7776;117570;117571;7898;186623;41665;32443;1489341;186625;1489388;123365;123366;123367;123368;123369;1489872;1489922;31022;31028;32517;31031;47144;99883	S	UBE2B	GO:0000086,GO:0000209,GO:0000722,GO:0000724,GO:0000785,GO:0000792,GO:0001666,GO:0001701,GO:0001741,GO:0001835,GO:0002039,GO:0003697,GO:0004842,GO:0005515,GO:0005634,GO:0005654,GO:0005657,GO:0005737,GO:0005764,GO:0005770,GO:0005829,GO:0005886,GO:0006281,GO:0006301,GO:0006325,GO:0006338,GO:0006353,GO:0006366,GO:0006511,GO:0006513,GO:0006974,GO:0007098,GO:0007283,GO:0007288,GO:0007507,GO:0007535,GO:0009302,GO:0009410,GO:0009411,GO:0010228,GO:0010845,GO:0016567,GO:0017116,GO:0019904,GO:0030447,GO:0031371,GO:0031452,GO:0031509,GO:0031571,GO:0031625,GO:0032436,GO:0032456,GO:0032869,GO:0033503,GO:0034620,GO:0034644,GO:0036503,GO:0040029,GO:0042138,GO:0042275,GO:0042276,GO:0043066,GO:0043130,GO:0043161,GO:0043518,GO:0045141,GO:0045892,GO:0045893,GO:0050821,GO:0051026,GO:0051299,GO:0051865,GO:0060135,GO:0061631,GO:0062040,GO:0070193,GO:0070373,GO:0070534,GO:0070628,GO:0070936,GO:0070979,GO:0070987,GO:0071466,GO:0071596,GO:0071629,GO:0090089,GO:0090263,GO:0097505,GO:0120174,GO:0140673,GO:0140936,GO:1901526,GO:1901874,GO:1902166,GO:1990303,GO:1990304,GO:1990305,GO:2000639	ec:2.3.2.23	K10573	04120				00001,01000,03400,04121				UQ_con_8_144	llhhh---h---h
APU25_35735	CPLD62	hypothetical protein	12	CM128236.1	2168321	2171731	+	8	749	ACKKBF_B38645	B	0.9987	pass	3075.A0A087STJ2	1.5e-288	808.0	LETM1_RBD@131567|C-2!	Eukaryota	1;131567;2759;33090;3041;1035538;13792;1525212;41874;41875	S													LETM1_RBD_385_444	------------h
APU25_35740		hypothetical protein	12	CM128236.1	2171955	2173539	-	7	277	ACKKBF_B38650	B	0.9964	pass	3075.A0A087STJ1	2.71e-135	388.0	CYTH@131567|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91836;41937;23513;1728959;2706;85681	COG1437	TTM3	GO:0005634,GO:0005680,GO:0005737,GO:0016887,GO:0048364,GO:0050355											CYTH_2_186	ll----------h
APU25_35745		hypothetical protein	12	CM128236.1	2173899	2174835	-	4	179	ACKKBG_A38660	A	0.9888	pass																					
APU25_35750		hypothetical protein	12	CM128236.1	2175341	2178452	-	7	709	ACKKBF_B38665	B	0.9915	pass	3075.A0A087STI9	2.97e-130	392.0	UNK.LFTQ@75966|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;145474;2626013;1291522	S														-------------
APU25_35755		hypothetical protein	12	CM128236.1	2178921	2182919	-	8	898	ACKKBF_B38670	B	0.9955	pass	3075.A0A087STI8	0.0	1241.0	zf-C3HC4_3@131567|Bb-9	Eukaryota	1;131567;2759;33154;33208;6072;33213;33317;2697495;1206795;6157;6199;6200;1224679;28843;70666;70667		obi1	GO:0001778,GO:0003674,GO:0005575,GO:0005730,GO:0005737,GO:0005829,GO:0008150,GO:0008270,GO:0010468,GO:0010629,GO:0022626,GO:0036010,GO:0036019,GO:0036205,GO:0050830,GO:0061157,GO:0061630,GO:0070181,GO:0070534,GO:0070651,GO:0070966,GO:0072344,GO:0097212,GO:0140220,GO:0170011,GO:1990116	ec:2.3.2.27	K22381	04120,04144,05168				00001,01000,04121				zf-C3HC4_3_2_50	llhhl---h---h
APU25_35760	NUOA7	hypothetical protein	12	CM128236.1	2183391	2184215	-	5	129	ACKKBG_A38675	A	1.0000	pass	3075.A0A087STI7	2.64e-48	157.0	UNK.4UO0@33090|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71274;91888;4143;41399;1502711;4155	S	Cup200	GO:0003674												ll-----------
APU25_35765		hypothetical protein	12	CM128236.1	2184683	2185624	+	4	180	ACKKBG_A38680	tie	0.9944	no_start_Met	3075.A0A087STI6	3.29e-125	357.0	Arf@131567|AQ-7,Arf@2759|TW-15	Eukaryota	1;131567;2759;2698737;33630;5878;431838;6020;33825;340080;5884;5888	S	arf4	GO:0003924,GO:0005515,GO:0005794,GO:0005795,GO:0005886,GO:0006622,GO:0006623,GO:0006886,GO:0006897,GO:0006995,GO:0007030,GO:0007269,GO:0008150,GO:0009306,GO:0009404,GO:0009826,GO:0010608,GO:0016192,GO:0016236,GO:0030100,GO:0030447,GO:0031503,GO:0032258,GO:0033363,GO:0034067,GO:0034497,GO:0034605,GO:0034976,GO:0042147,GO:0043001,GO:0048193,GO:0048488,GO:0071466,GO:0110039,GO:1903292,GO:7770035		K07942	04144				00001,04031,04131				Arf_9_174	ll-hl---h---h
APU25_35770		hypothetical protein	12	CM128236.1	2185989	2187170	+	5	211	ACKKBG_A38685	tie	1.0000	pass	3075.A0A087STI4	2.34e-147	416.0	UNK.6JG9@131567|A-1*,UNK.6JG9@2692248|D-3	Eukaryota	1;131567;2759;33090;3041;2692248;3166;2812636;3042;3051;3052;3055	S														-------------
APU25_35775	TSG2	hypothetical protein	12	CM128236.1	2187571	2194414	-	24	1093	ACKKBF_B38690	B	0.9973	pass	3075.A0A087STI3	0.0	2009.0	tRNA-synt_2e@131567|A-1,tRNA_synt_2f@131567|A-1	Eukaryota	1;131567;2759;2763;2797;265318;265316;45156;45157;280699	COG0751	EDD1	GO:0004820,GO:0005739,GO:0006426,GO:0009507,GO:0009570,GO:0009793,GO:0045995,GO:0046983	ec:6.1.1.14	K14164	00970				00001,01000,01613,03016				tRNA-synt_2e_77_361,tRNA_synt_2f_398_931	llhhh---h---h
APU25_35780	CYC4	hypothetical protein	12	CM128236.1	2194803	2195861	-	5	206	ACKKBF_B38695	B	0.9903	pass	564608.C1N7V5	5.17e-31	120.0	Cytochrome_CBB3@131567|Bi-8!	Eukaryota	1;131567;2759;2698737;33630;877183;2605696;1169538;1169539;1169540	COG5677	PETJ	GO:0009507		K08906	00195,01100				00001,00194				Cytochrome_CBB3_90_177	hl-hh---h---h
APU25_35785		hypothetical protein	12	CM128236.1	2195907	2197493	+	5	285	ACKKBG_A38700	A	0.9965	pass	3075.A0A087STI2	2.18e-116	340.0	VIT1@131567|Da-10	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG1814				K22736					00001,02000				VIT1_2_183	---h----h---h
APU25_35790	ISA1	hypothetical protein	12	CM128236.1	2197792	2201550	-	8	788	ACKKBF_B38705	B	0.9932	internal_stop,frameshift	3075.A0A087STI1	0.0	1246.0	Alpha-amylase@131567|At-10,Alpha-amylase@33090|CNa-29,CBM_48@33090|Aba-27,CBM_48@131567|Ew-12!	Eukaryota	1;131567;2759;2763;2806;2045261;28017;29217;2768;2769	COG1523	glgb5	GO:0005515,GO:0005983,GO:0009507,GO:0010021,GO:0010368,GO:0019156,GO:0043033	ec:3.2.1.68	K01214	00500,01100,01110	M00565			00001,01000		CBM48|Carbohydrate-Binding Module Family 48.,GH13|Glycoside Hydrolase Family 13.		Alpha-amylase_204_315,CBM_48_18_119	llhhhh--h-l-h
APU25_35795		hypothetical protein	12	CM128236.1	2204615	2205940	+	5	104	ACKKBF_B41015	B-only	0.9327	pass																					
APU25_35800		hypothetical protein	12	CM128236.1	2205959	2207079	-	4	263	ACKKBF_B41020	B-only	0.9468	pass	3075.A0A087STH9	3.66e-79	253.0	UNK.6LSV@3075|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	S														-------------
APU25_35805		hypothetical protein	12	CM128236.1	2208158	2209868	+	5	303	ACKKBF_B38720	B	0.9901	pass	3075.A0A087STH8	1.05e-131	389.0	Fructosamin_kin@131567|A-1	Eukaryota	1;131567;2759;2611341;207245;5738;5739;68459;5740;5741;184922	COG3001	FN3KRP	GO:0005575,GO:0005739,GO:0005829,GO:0009507,GO:0016301,GO:0030389,GO:0030393,GO:0030855,GO:0036525,GO:0036528,GO:0043687,GO:0102193,GO:0102194	ec:2.7.1.172	K15523	00562,01100,04070,04145				00001,01000				Fructosamin_kin_3_194	llhhl---h---h
APU25_35810		hypothetical protein	12	CM128236.1	2211044	2213584	+	8	408	ACKKBF_B38725	B	0.9951	pass	3075.A0A087STH8	2.29e-156	456.0	Fructosamin_kin@131567|A-1	Eukaryota	1;131567;2759;2611341;207245;5738;5739;68459;5740;5741;184922	COG3001	FN3KRP	GO:0005575,GO:0005739,GO:0005829,GO:0009507,GO:0016301,GO:0030389,GO:0030393,GO:0030855,GO:0036525,GO:0036528,GO:0043687,GO:0102193,GO:0102194	ec:2.7.1.172	K15523	00562,01100,04070,04145				00001,01000				Fructosamin_kin_3_194	llhhl---h---h
APU25_35815		hypothetical protein	12	CM128236.1	2214082	2214696	-	3	119	ACKKBG_A38730	tie	1.0000	pass	574566.I0YJU0	0.000603	45.4	UNK.HZ31@3041|A-1	Eukaryota	1;131567;2759;33090;3041;1035538;13792;1525212;70447;70448	S														-------------
APU25_35820		hypothetical protein	12	CM128236.1	2215132	2217709	+	9	422	ACKKBF_B38735	B	1.0000	pass	3075.A0A087STH6	9.07e-134	392.0	PRP38@131567|E-3	Eukaryota	1;131567;2759;33154;4751;451864;4890;716545;147537;4891;4892;4893;300275;381046;559295	S	PRPF38A	GO:0000388,GO:0000398,GO:0003674,GO:0003723,GO:0005515,GO:0005575,GO:0005634,GO:0005654,GO:0005681,GO:0005829,GO:0008150,GO:0009267,GO:0010389,GO:0030447,GO:0031981,GO:0032991,GO:0036170,GO:0036180,GO:0045292,GO:0046540,GO:0071005,GO:0071011,GO:0071013		K12849	03040				00001,03041				PRP38_10_173	ll-hh---h---h
APU25_35825		hypothetical protein	12	CM128236.1	2218319	2220356	-	5	329	ACKKBF_B38740	B	1.0000	pass	3075.A0A087STH5	9.63e-213	592.0	MIP@131567|Ce-8	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;191392;3075	COG0580				K09864					00001,02000,04147				MIP_14_253	---h----h---h
APU25_35830		hypothetical protein	12	CM128236.1	2221837	2222549	+	3	152	ACKKBF_B38745	B	1.0000	pass	3075.A0A087STH4	2.85e-110	317.0	NUDIX@131567|sE-13	Eukaryota	1;131567;2759;33154;4751;451864;4890;716545;147538;716546;715989;147550;222543;5125;474942;98402;98403	COG0494	NUDT2	GO:0004081,GO:0005515,GO:0005575,GO:0005739,GO:0005759,GO:0006139,GO:0006167,GO:0006172,GO:0006754,GO:0006915,GO:0008803,GO:0015967,GO:0016787,GO:0019693,GO:0034599,GO:0043135	ec:3.6.1.55	K03574	00230,00240,01100				00001,01000,03400				NUDIX_13_122	llhhl---h---h
APU25_35835		hypothetical protein	12	CM128236.1	2222967	2225632	-	5	637	ACKKBF_B38750	B	0.9953	pass	3075.A0A087STH3	0.0	879.0	DUF747@2759|A-1	Eukaryota	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7399;7400;7434;34735;3042114;7458;70987;83321;7459;7461;94128	S	POD1	GO:0003674,GO:0005634,GO:0005788,GO:0009793,GO:0010183,GO:0035437		K23404					00001,03037				DUF747_269_467	ll-l----l---h
APU25_35840		hypothetical protein	12	CM128236.1	2226230	2227589	-	3	364	ACKKBF_B38755	B	0.9973	pass	3075.A0A087STH2	2.92e-176	498.0	DUF1917@131567|A-1,DUF1917@2692248|c-6	Eukaryota	1;131567;2759;33154;4751;112252;4761;2683659;451435;4810;1352827;109967;329046	S													DUF1917_128_239	------------h
APU25_35845		hypothetical protein	12	CM128236.1	2228345	2229264	+	3	210	ACKKBF_B38760	B	1.0000	pass	3075.A0A087STH1	2.5e-137	390.0	UNK.FDXL@35461|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;3076	S														-------------
APU25_35850		hypothetical protein	12	CM128236.1	2229672	2231247	-	4	329	ACKKBF_B38765	B	0.9970	pass	3075.A0A087STH0	6.44e-185	519.0	Suc_Fer-like@35461|BQ-9,Suc_Fer-like@131567|G-3	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;3076	S													Suc_Fer-like_78_196	------------h
APU25_35855		hypothetical protein	12	CM128236.1	2231505	2234693	-	5	871	ACKKBF_B38770	B	0.9862	pass																					
APU25_35860	SCP2	hypothetical protein	12	CM128236.1	2234988	2235666	+	3	120	ACKKBG_A38775	tie	1.0000	pass	3075.A0A087STG8	4.46e-76	228.0	SCP2@131567|OC-14,SCP2@2759|lx-18	Eukaryota	1;131567;2759;2608109;2830;2608131;73020;418966;2902;2903	S	SCP2	GO:0000062,GO:0001676,GO:0003674,GO:0003988,GO:0005102,GO:0005504,GO:0005515,GO:0005575,GO:0005654,GO:0005737,GO:0005739,GO:0005777,GO:0005782,GO:0005783,GO:0005829,GO:0006071,GO:0006629,GO:0006631,GO:0006633,GO:0006635,GO:0006639,GO:0006641,GO:0006644,GO:0006694,GO:0006699,GO:0006701,GO:0008150,GO:0008203,GO:0008206,GO:0008526,GO:0010467,GO:0010893,GO:0015485,GO:0015914,GO:0015918,GO:0016020,GO:0016101,GO:0019369,GO:0019395,GO:0019432,GO:0032367,GO:0032385,GO:0032959,GO:0032991,GO:0033344,GO:0033540,GO:0033814,GO:0035264,GO:0036042,GO:0036109,GO:0042157,GO:0042802,GO:0043065,GO:0044877,GO:0045542,GO:0045940,GO:0050632,GO:0050633,GO:0070538,GO:0071071,GO:0071926,GO:0072659,GO:0120019,GO:0120020,GO:1901373,GO:1904109,GO:1904121	ec:2.3.1.176	K08764	00120,01040,01100,01212,03320,04146	M00104,M00861,M00862			00001,01000				SCP2_15_111	llllll--l---h
APU25_35865		hypothetical protein	12	CM128236.1	2235855	2237788	-	6	360	ACKKBF_B38780	B	0.9972	pass	3075.A0A087STG7	1.16e-210	586.0	UNK.6O3F@75966|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;75981;35472;41891;248742;574566	S														-------------
APU25_35870	PETM1	hypothetical protein	12	CM128236.1	2238198	2238755	-	2	135	ACKKBF_B38785	B	1.0000	pass	3075.A0A087STG6	8.48e-57	180.0	UNK.HOLV@3041|A-1	Eukaryota	1;131567;2759;33090;3041;1035538;13792;1525212;41874;41875	S														-------------
APU25_35875		hypothetical protein	12	CM128236.1	2238992	2242140	+	7	664	ACKKBF_B38790	B	0.9985	pass	3075.A0A087STG5	0.0	1045.0	RRM_1@131567|nx-21,RRM_1@2759|Ahc-24	Eukaryota	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;42241;42242;149990;2558949;2135438;286681;947166	S	LOC107819772	GO:0000289,GO:0003723,GO:0003729,GO:0004842,GO:0005634,GO:0006511,GO:0008150,GO:0008270,GO:0016567,GO:0030447,GO:0031047,GO:0032968,GO:0036178,GO:0036180,GO:0036244,GO:0042254,GO:0044011,GO:0045652,GO:0046427,GO:0051865,GO:0061630,GO:0120271	ec:2.3.2.27	K10643	03018				00001,01000,03000,03019,04121				RRM_1_70_133	llhhh---h---h
APU25_35880		hypothetical protein	12	CM128236.1	2242352	2244000	-	3	458	ACKKBF_B38795	B	0.9956	pass	3075.A0A087STG4	1.15e-208	587.0	WD40@131567|AgT-19,WD40@2759|HaX-27	Eukaryota	1;131567;2759;33154;4751;451864;5204;5302;155619;355688;5303;2028216;5626;5627	S	TRM82	GO:0003674,GO:0005634,GO:0005886	ec:3.1.1.97	K03130,K03364,K05757,K10751,K11253,K11790,K11797,K11798,K11807,K12862,K13221,K14003,K14004,K14302,K14555,K14768,K14830,K15443,K17601,K17868,K17985,K18643,K20241,K20408,K21763,K22382,K22560,K22868,K24746,K24764,K25460	03008,03013,03022,03040,04120,04141,04144				00001,01000,01009,03009,03012,03016,03019,03021,03029,03036,03037,03041,03400,04121,04131,04147,04812,04990				WD40_306_343	lllll---l---h
APU25_35885	LPB1	hypothetical protein	12	CM128236.1	2244812	2248415	+	5	917	ACKKBF_B38800	B	0.9978	pass	3075.A0A087STG3	0.0	952.0	UNK.0WGJ@33090|A-1	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91836;41938;3629;214908;1563254;93758;210143	S	LPB1		ec:2.7.7.9	K22920	00561,01100				00001,01000					l-hhh---h----
APU25_35890	RFC4	hypothetical protein	12	CM128236.1	2248841	2250683	-	6	329	ACKKBF_B38805	B	1.0000	pass	3075.A0A087STG1	1.57e-229	634.0	Rep_fac_C@2759|Q-6,Rep_fac_C@131567|G-4,AAA@131567|B-2	Eukaryota	1;131567;2759;554915;2605435;555406;2682482;33084;5758;5759	COG0470	RFC4p	GO:0000076,GO:0000077,GO:0005515,GO:0005634,GO:0005730,GO:0006260,GO:0006261,GO:0006271,GO:0006272,GO:0006298,GO:0007062,GO:0007064,GO:0008150,GO:0033314,GO:0070914,GO:1900264,GO:1902983,GO:1903460		K10755	03030,03410,03420,03430				00001,03032,03036,03400				AAA_41_166,Rep_fac_C_236_318	ll-hh---h---h
APU25_35895	PXN1	hypothetical protein	12	CM128236.1	2251045	2252847	+	6	327	ACKKBF_B38810	B	1.0000	pass	3075.A0A087STF9	1.55e-198	554.0	Mito_carr@2759|sI-24,Mito_carr@131567|Ss-19	Eukaryota	1;131567;2759;33090;3041;2692248;3166;2812636;35491;35466;34111;145388	S	PXN	GO:0000295,GO:0000325,GO:0003674,GO:0005347,GO:0005515,GO:0005739,GO:0005777,GO:0005778,GO:0015217,GO:0015228,GO:0015230,GO:0022857,GO:0043132,GO:0044375,GO:0044610,GO:0051087,GO:0051724,GO:0080122		K13354	04146				00001,02000				Mito_carr_195_281,Mito_carr_26_66,Mito_carr_78_176	ll-hh---h---h
APU25_35900		hypothetical protein	12	CM128236.1	2253372	2254185	-	2	218	ACKKBF_B38815	B	0.9954	pass																					
APU25_35905		hypothetical protein	12	CM128236.1	2254561	2257092	+	4	615	ACKKBF_B38820	B	0.9967	pass	3075.A0A087STF8	7.16e-229	650.0	eIF-4B@131567|A-1*,eIF-4B@2759|O-4	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;71240;91827;1437201;71275;91835;3646;3977;235631;235883;3982;3983	S	EIF4B1	GO:0003729,GO:0003743,GO:0005576,GO:0005634,GO:0005737,GO:0005829,GO:0008150,GO:0042803											eIF-4B_3_231	ll----------h
APU25_35910		hypothetical protein	12	CM128236.1	2257598	2262079	-	7	1117	ACKKBF_B38825	B	0.9937	pass	3075.A0A087STF7	0.0	1554.0	Nrap_D5@2759|A-1,Nrap_D4@2759|A-1,Nrap_D3@2759|A-1,Nrap@2759|A-1	Eukaryota	1;131567;2759;33154;4751;112252;4761;2683659;451455;29006;29007;4821;1754191	S	LOC110788652	GO:0000028,GO:0000794,GO:0003674,GO:0003723,GO:0005515,GO:0005575,GO:0005634,GO:0005654,GO:0005694,GO:0005730,GO:0005732,GO:0005739,GO:0006364,GO:0006409,GO:0008150,GO:0009410,GO:0030490,GO:0030515,GO:0030686,GO:0032040,GO:0032545,GO:0034456,GO:0042254,GO:0042274,GO:0042790,GO:0060962		K14544	03008				00001,03009				Nrap_162_291,Nrap_D3_359_434,Nrap_D4_455_619,Nrap_D5_642_781	ll-hh---h---h
APU25_35915		hypothetical protein	12	CM128236.1	2262714	2263503	+	3	190	ACKKBF_B38830	B	0.9895	pass	554065.E1Z5F9	5.33e-21	95.5	UNK.LFM6@33090|A-1	Eukaryota	1;131567;2759;33090;3041;1035538;13792;1525212;41874;41875	S														-------------
APU25_35920		hypothetical protein	12	CM128236.1	2263957	2264454	-	2	109	ACKKBF_B38835	B	1.0000	pass	3075.A0A087STF6	6.39e-73	219.0	Rep_fac-A_3@131567|A-1	Eukaryota	1;131567;2759;33154;4751;112252;4761;2683659;451455;29006;29007;4821;857194;73868	S	RPA3B	GO:0003674,GO:0005515,GO:0005575		K10740	03030,03420,03430,03440				00001,03032,03400				Rep_fac-A_3_7_102	ll-hh---h---h
APU25_35925	TSG1	hypothetical protein	12	CM128236.1	2264815	2267593	-	5	694	ACKKBF_B38840	B	0.9986	pass	3075.A0A087STF5	0.0	1340.0	WHEP-TRS@131567|A-1*,WHEP-TRS@2759|B-2,HGTP_anticodon@131567|B-2,tRNA-synt_2b@131567|B-2	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;4618;4637;4640;4641;214687	COG0423	GLYRS-1	GO:0004820,GO:0005634,GO:0005737,GO:0005739,GO:0005768,GO:0005794,GO:0005802,GO:0009507,GO:0015966,GO:0046983,GO:0141192	ec:6.1.1.14	K01880	00970				00001,01000,01007,01613,03016,03029			GLYTRS	HGTP_anticodon_579_669,WHEP-TRS_17_71,tRNA-synt_2b_257_324	llhhh---h--lh
APU25_35930		hypothetical protein	12	CM128236.1	2267902	2269575	+	4	372	ACKKBF_B38845	B	0.9812	no_start_Met	3075.A0A087STF4	2.02e-127	373.0	UNK.JBFK@131567|A-1,UNK.JBFK@2692248|D-3	Eukaryota	1;131567;2759;33090;3041;2692248;75966;75981;35472;41891;248742;574566	S														-------------
APU25_35935		hypothetical protein	12	CM128236.1	2270164	2272594	+	6	543	ACKKBF_B38850	B	0.9945	pass																					
APU25_35940		hypothetical protein	12	CM128236.1	2272822	2274824	-	5	429	ACKKBF_B38855	B	0.9977	pass	3075.A0A087STF1	4.76e-293	802.0	CN_hydrolase@131567|wT-20	Eukaryota	1;131567;2759;33154;33208;6072;33213;33317;1206794;88770;6656;197563;197562;6960;50557;85512;7496;33340;33392;7147;7148;43786;41828;7149;43808;315556;568069	COG0388	PYD3	GO:0003837,GO:0005737,GO:0005829,GO:0006212,GO:0043562	ec:3.5.1.6	K01431	00240,00410,00770,01100	M00046			00001,01000				CN_hydrolase_80_354	llhhhh--h---h
APU25_35945		hypothetical protein	12	CM128236.1	2275137	2276003	-	3	214	ACKKBF_B38860	B	0.9907	pass	3075.A0A087STE9	7.59e-146	412.0	UNK.NHQ3@131567|A-1	Eukaryota	1;131567;2759;33090;3041;1035538;13792;41873;38832;296587	S														-------------
APU25_35950		hypothetical protein	12	CM128236.1	2276553	2277203	+	1	216	ACKKBF_B38865	B	0.9815	pass	3075.A0A087STE8	3.02e-141	401.0	DnaJ@131567|BR-8	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;78536;58024;3398;1437183;4447;1437197;4734;4618;4637;4640;4641;214687	COG0484	LOC103706339												DnaJ_7_64	l-----------h
APU25_35955		hypothetical protein	12	CM128236.1	2277817	2278930	+	4	227	ACKKBF_B38870	B	0.9956	pass	3075.A0A087STE7	2.77e-120	349.0	UNK.CTJV@35461|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;145474;2626013;1291522	S														-------------
APU25_35960		hypothetical protein	12	CM128236.1	2282319	2283041	+	3	157	ACKKBG_A38880	tie	0.9936	pass	3075.A0A087STE5	2.82e-108	313.0	UNK.NCNT@35461|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;126838;554055	S														-------------
APU25_35965	MRPL1	hypothetical protein	12	CM128236.1	2283330	2284883	-	5	292	ACKKBG_A38885	tie	0.9932	pass	3075.A0A087STE4	1.18e-175	494.0	Ribosomal_L1@131567|C-2	Eukaryota	1;131567;2759;33090;35493;131221;3193;58023;1521260;3244;3245;3246;88036	COG0081	RPL1												Ribosomal_L1_76_269	l-----------h
APU25_35970		hypothetical protein	12	CM128236.1	2285653	2287504	+	5	453	ACKKBF_B38890	B	0.9978	pass	3075.A0A087STE3	1.13e-188	534.0	DOT1@131567|A-1	Eukaryota	1;131567;2759;2698737;33634;2696291;569578;2870;2877;2878;2879;2880	COG2242													DOT1_55_126	------------h
APU25_35975		hypothetical protein	12	CM128236.1	2288194	2288658	+	2	104	ACKKBG_A38895	tie	1.0000	pass	3075.A0A087STE2	1.43e-35	125.0	UNK.7UJS@35461|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;3076	S														-------------
APU25_35980		hypothetical protein	12	CM128236.1	2288915	2289884	-	3	173	ACKKBG_A38900	A	0.9769	pass	3075.A0A087STE1	3.11e-112	324.0	UNK.IEXZ@35461|A-1	Eukaryota	1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126;3071;554065	S														-------------
